timestamp, power.draw [W], utilization.gpu [%], utilization.memory [%]
2024/04/04 10:52:24.638, 51.25 W, 0 %, 0 %
2024/04/04 10:52:24.644, 49.93 W, 0 %, 0 %
2024/04/04 10:52:24.750, 51.58 W, 0 %, 0 %
2024/04/04 10:52:24.758, 49.93 W, 0 %, 0 %
2024/04/04 10:52:24.865, 51.58 W, 0 %, 0 %
2024/04/04 10:52:24.869, 49.93 W, 0 %, 0 %
2024/04/04 10:52:24.974, 51.25 W, 0 %, 0 %
2024/04/04 10:52:24.980, 49.93 W, 0 %, 0 %
2024/04/04 10:52:25.085, 51.25 W, 0 %, 0 %
2024/04/04 10:52:25.090, 49.93 W, 0 %, 0 %
2024/04/04 10:52:25.194, 51.25 W, 0 %, 0 %
2024/04/04 10:52:25.201, 49.93 W, 0 %, 0 %
2024/04/04 10:52:25.306, 51.25 W, 0 %, 0 %
2024/04/04 10:52:25.310, 49.93 W, 0 %, 0 %
2024/04/04 10:52:25.415, 51.25 W, 0 %, 0 %
2024/04/04 10:52:25.420, 49.93 W, 0 %, 0 %
2024/04/04 10:52:25.527, 51.58 W, 0 %, 0 %
2024/04/04 10:52:25.532, 49.93 W, 0 %, 0 %
2024/04/04 10:52:25.639, 51.58 W, 0 %, 0 %
2024/04/04 10:52:25.644, 49.93 W, 0 %, 0 %
2024/04/04 10:52:25.749, 51.58 W, 0 %, 0 %
2024/04/04 10:52:25.754, 49.93 W, 0 %, 0 %
2024/04/04 10:52:25.858, 51.58 W, 0 %, 0 %
2024/04/04 10:52:25.865, 49.93 W, 0 %, 0 %
2024/04/04 10:52:25.970, 51.25 W, 0 %, 0 %
2024/04/04 10:52:25.975, 49.93 W, 0 %, 0 %
2024/04/04 10:52:26.079, 51.25 W, 0 %, 0 %
2024/04/04 10:52:26.084, 49.93 W, 0 %, 0 %
2024/04/04 10:52:26.189, 51.25 W, 0 %, 0 %
2024/04/04 10:52:26.194, 49.93 W, 0 %, 0 %
2024/04/04 10:52:26.298, 51.58 W, 0 %, 0 %
2024/04/04 10:52:26.303, 49.93 W, 0 %, 0 %
2024/04/04 10:52:26.409, 51.25 W, 0 %, 0 %
2024/04/04 10:52:26.414, 49.93 W, 0 %, 0 %
2024/04/04 10:52:26.519, 51.58 W, 0 %, 0 %
2024/04/04 10:52:26.523, 50.26 W, 0 %, 0 %
2024/04/04 10:52:26.633, 51.25 W, 0 %, 0 %
2024/04/04 10:52:26.638, 49.93 W, 0 %, 0 %
2024/04/04 10:52:26.742, 51.58 W, 0 %, 0 %
2024/04/04 10:52:26.747, 49.93 W, 0 %, 0 %
2024/04/04 10:52:26.852, 51.25 W, 0 %, 0 %
2024/04/04 10:52:26.857, 49.93 W, 0 %, 0 %
2024/04/04 10:52:26.962, 51.58 W, 0 %, 0 %
2024/04/04 10:52:26.966, 49.93 W, 0 %, 0 %
2024/04/04 10:52:27.073, 51.58 W, 0 %, 0 %
2024/04/04 10:52:27.078, 49.93 W, 0 %, 0 %
2024/04/04 10:52:27.182, 51.25 W, 0 %, 0 %
2024/04/04 10:52:27.187, 49.93 W, 0 %, 0 %
2024/04/04 10:52:27.292, 51.25 W, 0 %, 0 %
2024/04/04 10:52:27.296, 49.93 W, 0 %, 0 %
2024/04/04 10:52:27.401, 51.25 W, 0 %, 0 %
2024/04/04 10:52:27.406, 49.93 W, 0 %, 0 %
2024/04/04 10:52:27.511, 51.58 W, 0 %, 0 %
2024/04/04 10:52:27.516, 49.93 W, 0 %, 0 %
2024/04/04 10:52:27.623, 51.58 W, 0 %, 0 %
2024/04/04 10:52:27.627, 50.26 W, 0 %, 0 %
2024/04/04 10:52:27.732, 51.58 W, 0 %, 0 %
2024/04/04 10:52:27.737, 49.93 W, 0 %, 0 %
2024/04/04 10:52:27.842, 51.58 W, 0 %, 0 %
2024/04/04 10:52:27.851, 49.93 W, 0 %, 0 %
2024/04/04 10:52:27.958, 51.58 W, 0 %, 0 %
2024/04/04 10:52:27.963, 49.93 W, 0 %, 0 %
2024/04/04 10:52:28.067, 51.58 W, 0 %, 0 %
2024/04/04 10:52:28.072, 49.93 W, 0 %, 0 %
2024/04/04 10:52:28.179, 51.58 W, 0 %, 0 %
2024/04/04 10:52:28.184, 49.93 W, 0 %, 0 %
2024/04/04 10:52:28.289, 51.58 W, 0 %, 0 %
2024/04/04 10:52:28.293, 49.93 W, 0 %, 0 %
2024/04/04 10:52:28.400, 51.25 W, 0 %, 0 %
2024/04/04 10:52:28.405, 49.93 W, 0 %, 0 %
2024/04/04 10:52:28.510, 51.25 W, 0 %, 0 %
2024/04/04 10:52:28.515, 49.93 W, 0 %, 0 %
2024/04/04 10:52:28.623, 51.25 W, 0 %, 0 %
2024/04/04 10:52:28.628, 49.93 W, 0 %, 0 %
2024/04/04 10:52:28.732, 51.25 W, 0 %, 0 %
2024/04/04 10:52:28.737, 49.93 W, 0 %, 0 %
