timestamp;tag;duration;nvidia_gpu_0;nvidia_gpu_1;nvidia_gpu_2;nvidia_gpu_3
1705184820.235293;tokenizer;0.21698737144470215;10181;10636;10561;11193
1705184820.4522803;pipeline load;19.01735258102417;1055114;1079126;1080378;1131670
1705184839.4696329;inference;9.65847635269165;629906;653402;659813;701777
1705184853.7127817;tokenizer;0.31675195693969727;20387;15911;15859;16868
1705184854.0295336;pipeline load;11.505508184432983;633689;648864;653717;677319
1705184865.5350418;inference;9.851720094680786;641612;659909;665301;709986
1705184881.0830984;tokenizer;0.19174814224243164;10188;10622;10583;11299
1705184881.2748466;pipeline load;16.188719511032104;895693;920305;920884;958195
1705184897.463566;inference;9.803495168685913;633172;655261;664394;711479
1705184913.8220487;tokenizer;0.2359175682067871;15273;15896;10590;11247
1705184914.0579662;pipeline load;18.512056589126587;1023739;1052787;1060819;1109930
1705184932.5700228;inference;9.844788074493408;640665;660414;664662;702203
1705184951.320974;tokenizer;0.2116858959197998;10193;10632;10565;11220
1705184951.53266;pipeline load;17.0953471660614;946112;971668;973513;1018352
1705184968.6280072;inference;9.826613664627075;641746;661787;663924;711613
1705184983.4395282;tokenizer;0.20111656188964844;10186;10608;10570;11256
1705184983.6406448;pipeline load;18.961730480194092;1053363;1082838;1079798;1136062
1705185002.6023753;inference;9.76694631576538;636049;654852;657576;703648
1705185021.4776542;tokenizer;0.31960177421569824;20383;15945;15853;22436
1705185021.797256;pipeline load;16.104552507400513;888972;913347;919498;956518
1705185037.9018085;inference;9.786737203598022;635212;653240;661258;704328
1705185053.3426054;tokenizer;0.2626521587371826;15304;10617;15870;16852
1705185053.6052575;pipeline load;17.61582899093628;974414;1001445;1003977;1050286
1705185071.2210865;inference;9.735535383224487;635845;655033;660086;704969
1705185086.5258403;tokenizer;0.2245166301727295;15287;10625;15884;16849
1705185086.750357;pipeline load;16.98821997642517;939241;965305;966685;1005338
1705185103.738577;inference;9.534382820129395;625626;644227;647338;693215
1705185117.4811847;tokenizer;0.42244672775268555;25515;21207;21181;22488
1705185117.9036314;pipeline load;19.02471899986267;1051204;1080231;1083006;1138629
1705185136.9283504;inference;9.648655891418457;629636;648240;653444;698245
1705185155.2207153;tokenizer;0.25371527671813965;10184;10614;10588;16836
1705185155.4744306;pipeline load;10.631093502044678;588700;602995;602280;629485
1705185166.105524;inference;9.5386483669281;626953;639382;647880;695026
1705185182.3777823;tokenizer;0.3025476932525635;15290;15943;15878;11244
1705185182.68033;pipeline load;15.547291278839111;861382;884980;886377;925322
1705185198.2276213;inference;9.667666912078857;630743;650478;653659;696837
1705185212.0582082;tokenizer;0.1971120834350586;10198;10650;10600;11265
1705185212.2553203;pipeline load;16.97313117980957;939865;965342;967151;1006637
1705185229.2284515;inference;9.505391597747803;624569;643599;647055;691119
1705185243.7954335;tokenizer;0.3658182621002197;20382;21236;21178;22492
1705185244.1612518;pipeline load;17.229646682739258;952268;979389;981962;1026485
1705185261.3908985;inference;9.483742237091064;624549;635267;643099;693153
1705185275.3721952;tokenizer;0.19681239128112793;10187;10601;10578;11265
1705185275.5690076;pipeline load;8.856581687927246;487957;499641;497822;514606
1705185284.4255893;inference;9.578370332717896;631654;650716;648156;697694
1705185299.8210504;tokenizer;0.20580315589904785;10184;10606;10601;11253
1705185300.0268536;pipeline load;16.666662454605103;922246;948664;950568;994152
1705185316.693516;inference;9.584959745407104;625054;651323;647393;692049
1705185333.077923;tokenizer;0.18913006782531738;5093;10606;10579;5620
1705185333.2670531;pipeline load;15.649249792098999;868357;892662;894610;935318
1705185348.916303;inference;9.568966150283813;624030;643876;648405;692628
1705185365.3693948;tokenizer;0.1939864158630371;10188;10619;10591;11241
1705185365.5633812;pipeline load;13.889357328414917;767496;788411;789426;825933
1705185379.4527385;inference;9.690484046936035;628499;654962;660036;697767
1705185394.4747992;tokenizer;0.2141554355621338;15273;10611;10585;11262
1705185394.6889546;pipeline load;16.292714834213257;902381;926774;929351;970561
1705185410.9816694;inference;9.89571738243103;640628;668380;665085;716717
1705185426.509419;tokenizer;0.22554898262023926;10182;10608;15882;11254
1705185426.734968;pipeline load;15.61472201347351;868026;886552;888515;928686
1705185442.34969;inference;9.68584394454956;629117;646700;652805;702465
1705185456.9310048;tokenizer;0.21177959442138672;10211;10602;10586;16888
1705185457.1427844;pipeline load;15.58916187286377;863298;887041;889146;930229
1705185472.7319462;inference;9.630947351455688;630061;648975;652504;692941
1705185487.597619;tokenizer;0.21692299842834473;10197;10627;10603;11253
1705185487.814542;pipeline load;15.556482315063477;862169;885994;887961;928596
1705185503.3710244;inference;10.094194173812866;645776;665139;678063;728553
1705185518.402198;tokenizer;0.19112658500671387;10184;5294;10579;11253
1705185518.5933247;pipeline load;15.165121078491211;840431;864213;865696;899727
1705185533.7584457;inference;9.880390167236328;641736;667086;663799;717900
1705185548.8127003;tokenizer;0.18588924407958984;10188;10637;10586;11289
1705185548.9985895;pipeline load;15.344584941864014;846286;870107;871377;912119
1705185564.3431745;inference;9.769534826278687;643954;659304;659326;713531
1705185579.6234634;tokenizer;0.3078572750091553;15292;15907;15866;16875
1705185579.9313207;pipeline load;13.773678541183472;761888;783050;783680;819251
1705185593.7049992;inference;9.83785605430603;641151;660814;664696;710028
1705185608.4664583;tokenizer;0.18863201141357422;10193;10610;10558;11239
1705185608.6550903;pipeline load;15.375876188278198;868413;892794;894279;935331
1705185624.0309665;inference;9.93513822555542;630899;652411;651111;697766
