,timestamp,tag,duration,nvidia_gpu_0,GPU Count,nvidia_gpu_1,nvidia_gpu_2,nvidia_gpu_3,nvidia_gpu_4,nvidia_gpu_5,nvidia_gpu_6,nvidia_gpu_7,Total GPU Energy (J),Token Rate (tokens/s),Event,Model
0,1705168526.848562,tokenizer,0.903634548187256,48561,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.561,221.3284124663137,Tokenizer,Llama2-7b
1,1705168527.7521966,pipeline load,139.3927776813507,7515971,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7515.9710000000005,1.4347945663095707,Pipeline load,Llama2-7b
2,1705168667.1449742,inference,6.149958610534668,835895,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,835.895,32.52054406633028,Inference,Llama2-7b
3,1705168851.2972696,tokenizer,0.1909775733947754,10724,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.724,1047.2433827953928,Tokenizer,Llama2-7b
4,1705168851.4882472,pipeline load,14.417710065841677,838115,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,838.115,13.871828403169127,Pipeline load,Llama2-7b
5,1705168865.9059572,inference,6.199651479721069,840113,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840.113,32.25987793897703,Inference,Llama2-7b
6,1705169906.7546642,tokenizer,0.3612978458404541,21132,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.132,553.5599016228794,Tokenizer,Llama2-7b
7,1705169907.115962,pipeline load,15.129314661026,864794,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,864.794,13.219369448056476,Pipeline load,Llama2-7b
8,1705169922.2452767,inference,6.138587474822998,842251,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,842.251,32.580785208370244,Inference,Llama2-7b
9,1705169933.7492452,tokenizer,0.2917609214782715,10619,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.619,685.4927623159936,Tokenizer,Llama2-7b
10,1705169934.041006,pipeline load,12.715165376663208,735010,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735.01,15.729248820237148,Pipeline load,Llama2-7b
11,1705169946.7561717,inference,6.111191034317017,846059,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,846.059,32.7268447143793,Inference,Llama2-7b
12,1705169958.9532647,tokenizer,0.3203299045562744,15929,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.929,624.3563187678118,Tokenizer,Llama2-7b
13,1705169959.2735946,pipeline load,12.496870517730711,725633,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725.633,16.00400674042654,Pipeline load,Llama2-7b
14,1705169971.7704651,inference,6.042048692703247,836640,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,836.64,33.1013552144213,Inference,Llama2-7b
15,1705169983.6093383,tokenizer,0.272634744644165,10542,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.542,733.5822155060766,Tokenizer,Llama2-7b
16,1705169983.8819733,pipeline load,12.52786660194397,724975,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,724.975,15.964410091097687,Pipeline load,Llama2-7b
17,1705169996.40984,inference,6.032647132873535,842209,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,842.2090000000001,33.15294191668291,Inference,Llama2-7b
18,1705170008.711207,tokenizer,0.410433292388916,21128,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.128,487.28990486104414,Tokenizer,Llama2-7b
19,1705170009.1216402,pipeline load,12.40119695663452,719546,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,719.546,16.12747549283958,Pipeline load,Llama2-7b
20,1705170021.5228372,inference,6.030804395675659,844824,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,844.8240000000001,33.163071935048734,Inference,Llama2-7b
21,1705170033.4162507,tokenizer,0.2600030899047851,10572,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.572000000000001,769.2216276092771,Tokenizer,Llama2-7b
