timestamp;tag;duration;nvidia_gpu_0;nvidia_gpu_1
1705172538.8173192;tokenizer;0.3837890625;23441;21127
1705172539.2011082;pipeline load;15.919413805007935;934066;903065
1705172555.120522;inference;8.428146362304688;728970;684392
1705172571.5471916;tokenizer;0.27295947074890137;18686;10554
1705172571.820151;pipeline load;16.31663203239441;1034426;923817
1705172588.1367831;inference;8.196697473526001;699228;666589
1705172605.0466268;tokenizer;0.29655885696411133;26166;15835
1705172605.3431857;pipeline load;13.965636014938354;1105011;797923
1705172619.3088217;inference;8.659974813461304;1059479;696532
1705172635.041403;tokenizer;0.22378277778625488;13390;10550
1705172635.2651858;pipeline load;13.305132150650024;870862;764259
1705172648.570318;inference;8.167116403579712;708013;664390
1705172662.5377538;tokenizer;0.41472721099853516;23528;21143
1705172662.952481;pipeline load;13.294613599777222;783604;759581
1705172676.2470946;inference;8.105356931686401;645403;666789
1705172689.3375018;tokenizer;0.2169938087463379;11767;10571
1705172689.5544956;pipeline load;13.509596586227417;788318;776744
1705172703.0640922;inference;8.150454759597778;645738;667304
1705172716.4019353;tokenizer;0.1662611961364746;11757;10619
1705172716.5681965;pipeline load;13.158669471740723;770212;752654
1705172729.726866;inference;8.052014827728271;645212;661511
1705172743.4926517;tokenizer;0.24669575691223145;11772;10586
1705172743.7393475;pipeline load;13.442797660827637;788200;760817
1705172757.182145;inference;8.075538873672485;643990;659561
1705172770.895106;tokenizer;0.26923274993896484;17653;15912
1705172771.1643388;pipeline load;11.900973320007324;694779;677034
1705172783.0653121;inference;8.105892896652222;655448;667502
1705172796.3175123;tokenizer;0.21546149253845215;11754;10629
1705172796.5329738;pipeline load;13.049437999725342;765648;748505
1705172809.5824118;inference;8.196745157241821;658317;674653
1705172822.9446557;tokenizer;0.22717952728271484;11759;10617
1705172823.1718352;pipeline load;13.12918758392334;771353;754016
1705172836.3010228;inference;8.067893028259277;647438;658866
1705172850.166684;tokenizer;0.22451424598693848;11763;10597
1705172850.3911982;pipeline load;13.175321578979492;770456;752545
1705172863.5665197;inference;8.105769395828247;649968;668598
1705172876.7675135;tokenizer;0.2349231243133545;17646;15921
1705172877.0024366;pipeline load;11.473799705505371;670343;655215
1705172888.4762363;inference;7.980629205703735;637585;654122
1705172901.6391375;tokenizer;0.34288668632507324;17653;15854
1705172901.9820242;pipeline load;6.792042255401611;400641;387042
1705172908.7740664;inference;8.068804502487183;643682;661922
1705172922.0312836;tokenizer;0.20711612701416016;11757;10584
1705172922.2383997;pipeline load;15.479167699813843;905227;874138
1705172937.7175674;inference;8.24957013130188;654428;673597
1705172951.4645739;tokenizer;0.22268271446228027;17633;10574
1705172951.6872566;pipeline load;13.304927349090576;776211;757814
1705172964.992184;inference;8.422316312789917;661728;677430
1705172978.9741359;tokenizer;0.29689693450927734;17640;15855
1705172979.2710328;pipeline load;15.73608136177063;984773;889723
1705172995.0071142;inference;8.386092901229858;711248;678950
1705173009.9996214;tokenizer;0.2480158805847168;13446;10573
1705173010.2476373;pipeline load;15.68155813217163;1177964;884521
1705173025.9291954;inference;8.428199052810669;1059458;683134
1705173040.2526867;tokenizer;0.27937936782836914;22925;15869
1705173040.532066;pipeline load;13.014917850494385;957826;741413
1705173053.546984;inference;8.636778116226196;751942;694061
1705173068.151785;tokenizer;0.22473835945129395;20224;15850
1705173068.3765233;pipeline load;13.05182433128357;795494;747133
1705173081.4283476;inference;8.246314287185669;658130;672645
1705173095.47965;tokenizer;0.22434067726135254;11759;10593
1705173095.7039907;pipeline load;15.810789346694946;929184;895368
1705173111.51478;inference;4.742471218109131;361358;368053
1705173121.1439116;tokenizer;0.2932462692260742;17629;10561
1705173121.4371579;pipeline load;11.72990894317627;682163;670927
1705173133.1670668;inference;8.288146018981934;662541;679435
1705173146.423909;tokenizer;0.17642927169799805;11763;10586
1705173146.6003382;pipeline load;13.539750576019287;793564;768001
1705173160.1400888;inference;8.112972497940063;645195;667994
1705173173.5679307;tokenizer;0.18338990211486816;11759;10580
1705173173.7513206;pipeline load;9.851372957229614;576602;554289
1705173183.6026936;inference;8.000109672546387;646294;652670
1705173196.6485193;tokenizer;0.23991870880126953;11767;10577
1705173196.888438;pipeline load;11.544861793518066;676146;660881
1705173208.4332998;inference;8.123210191726685;650991;668530
1705173221.7777183;tokenizer;0.19807696342468262;11734;5290
1705173221.9757953;pipeline load;13.052783489227295;763904;747061
1705173235.0285788;inference;8.097233295440674;640991;666752
