timestamp, power.draw [W], utilization.gpu [%], utilization.memory [%]
2024/04/18 10:13:05.869, 49.60 W, 0 %, 0 %
2024/04/18 10:13:05.876, 55.06 W, 0 %, 0 %
2024/04/18 10:13:05.884, 51.30 W, 0 %, 0 %
2024/04/18 10:13:05.990, 49.60 W, 0 %, 0 %
2024/04/18 10:13:05.997, 55.06 W, 0 %, 0 %
2024/04/18 10:13:06.002, 51.30 W, 0 %, 0 %
2024/04/18 10:13:06.108, 49.88 W, 0 %, 0 %
2024/04/18 10:13:06.112, 55.06 W, 0 %, 0 %
2024/04/18 10:13:06.117, 51.30 W, 0 %, 0 %
2024/04/18 10:13:06.222, 49.60 W, 0 %, 0 %
2024/04/18 10:13:06.228, 55.06 W, 0 %, 0 %
2024/04/18 10:13:06.233, 51.30 W, 0 %, 0 %
2024/04/18 10:13:06.337, 49.60 W, 0 %, 0 %
2024/04/18 10:13:06.342, 55.06 W, 0 %, 0 %
2024/04/18 10:13:06.348, 51.30 W, 0 %, 0 %
2024/04/18 10:13:06.453, 49.60 W, 0 %, 0 %
2024/04/18 10:13:06.457, 55.06 W, 0 %, 0 %
2024/04/18 10:13:06.462, 51.30 W, 0 %, 0 %
2024/04/18 10:13:06.567, 49.60 W, 0 %, 0 %
2024/04/18 10:13:06.572, 55.06 W, 0 %, 0 %
2024/04/18 10:13:06.579, 51.30 W, 0 %, 0 %
2024/04/18 10:13:06.686, 49.60 W, 0 %, 0 %
2024/04/18 10:13:06.691, 55.06 W, 0 %, 0 %
2024/04/18 10:13:06.696, 51.30 W, 0 %, 0 %
2024/04/18 10:13:06.801, 49.60 W, 0 %, 0 %
2024/04/18 10:13:06.805, 54.79 W, 0 %, 0 %
2024/04/18 10:13:06.814, 51.30 W, 0 %, 0 %
2024/04/18 10:13:06.921, 49.60 W, 0 %, 0 %
2024/04/18 10:13:06.928, 55.06 W, 0 %, 0 %
2024/04/18 10:13:06.933, 51.30 W, 0 %, 0 %
2024/04/18 10:13:07.038, 49.60 W, 0 %, 0 %
2024/04/18 10:13:07.042, 55.34 W, 0 %, 0 %
2024/04/18 10:13:07.047, 51.30 W, 0 %, 0 %
2024/04/18 10:13:07.152, 49.60 W, 0 %, 0 %
2024/04/18 10:13:07.156, 55.06 W, 0 %, 0 %
2024/04/18 10:13:07.161, 51.25 W, 0 %, 0 %
2024/04/18 10:13:07.266, 49.60 W, 0 %, 0 %
2024/04/18 10:13:07.271, 55.06 W, 0 %, 0 %
2024/04/18 10:13:07.275, 51.30 W, 0 %, 0 %
2024/04/18 10:13:07.380, 49.60 W, 0 %, 0 %
2024/04/18 10:13:07.385, 55.06 W, 0 %, 0 %
2024/04/18 10:13:07.390, 51.30 W, 0 %, 0 %
2024/04/18 10:13:07.494, 49.60 W, 0 %, 0 %
2024/04/18 10:13:07.499, 55.06 W, 0 %, 0 %
2024/04/18 10:13:07.504, 51.30 W, 0 %, 0 %
2024/04/18 10:13:07.608, 49.60 W, 0 %, 0 %
2024/04/18 10:13:07.613, 55.06 W, 0 %, 0 %
2024/04/18 10:13:07.621, 51.30 W, 0 %, 0 %
2024/04/18 10:13:07.726, 49.60 W, 0 %, 0 %
2024/04/18 10:13:07.731, 55.00 W, 0 %, 0 %
2024/04/18 10:13:07.736, 51.30 W, 0 %, 0 %
2024/04/18 10:13:07.841, 49.60 W, 0 %, 0 %
2024/04/18 10:13:07.846, 55.06 W, 0 %, 0 %
2024/04/18 10:13:07.850, 51.30 W, 0 %, 0 %
2024/04/18 10:13:07.957, 49.60 W, 0 %, 0 %
2024/04/18 10:13:07.964, 54.79 W, 0 %, 0 %
2024/04/18 10:13:07.969, 51.30 W, 0 %, 0 %
2024/04/18 10:13:08.075, 49.60 W, 0 %, 0 %
2024/04/18 10:13:08.080, 55.06 W, 0 %, 0 %
2024/04/18 10:13:08.085, 51.30 W, 0 %, 0 %
2024/04/18 10:13:08.191, 49.60 W, 0 %, 0 %
2024/04/18 10:13:08.195, 55.00 W, 0 %, 0 %
2024/04/18 10:13:08.200, 51.25 W, 0 %, 0 %
2024/04/18 10:13:08.305, 49.60 W, 0 %, 0 %
2024/04/18 10:13:08.310, 54.79 W, 0 %, 0 %
2024/04/18 10:13:08.317, 51.30 W, 0 %, 0 %
2024/04/18 10:13:08.423, 49.60 W, 0 %, 0 %
2024/04/18 10:13:08.430, 55.06 W, 0 %, 0 %
2024/04/18 10:13:08.436, 51.30 W, 0 %, 0 %
2024/04/18 10:13:08.544, 49.60 W, 0 %, 0 %
2024/04/18 10:13:08.548, 55.06 W, 0 %, 0 %
2024/04/18 10:13:08.553, 51.30 W, 0 %, 0 %
2024/04/18 10:13:08.658, 49.60 W, 0 %, 0 %
2024/04/18 10:13:08.663, 54.79 W, 0 %, 0 %
2024/04/18 10:13:08.667, 51.30 W, 0 %, 0 %
2024/04/18 10:13:08.772, 49.60 W, 0 %, 0 %
2024/04/18 10:13:08.777, 55.06 W, 0 %, 0 %
2024/04/18 10:13:08.781, 51.30 W, 0 %, 0 %
2024/04/18 10:13:08.888, 49.60 W, 0 %, 0 %
2024/04/18 10:13:08.893, 55.06 W, 0 %, 0 %
2024/04/18 10:13:08.897, 51.30 W, 0 %, 0 %
2024/04/18 10:13:09.002, 49.88 W, 0 %, 0 %
2024/04/18 10:13:09.009, 55.34 W, 0 %, 0 %
2024/04/18 10:13:09.014, 51.25 W, 0 %, 0 %
2024/04/18 10:13:09.119, 49.60 W, 0 %, 0 %
2024/04/18 10:13:09.125, 55.06 W, 0 %, 0 %
2024/04/18 10:13:09.129, 51.30 W, 0 %, 0 %
2024/04/18 10:13:09.234, 49.60 W, 0 %, 0 %
2024/04/18 10:13:09.239, 55.06 W, 0 %, 0 %
2024/04/18 10:13:09.244, 51.30 W, 0 %, 0 %
2024/04/18 10:13:09.349, 49.60 W, 0 %, 0 %
2024/04/18 10:13:09.354, 55.06 W, 0 %, 0 %
2024/04/18 10:13:09.359, 51.30 W, 0 %, 0 %
2024/04/18 10:13:09.463, 49.88 W, 0 %, 0 %
2024/04/18 10:13:09.468, 55.06 W, 0 %, 0 %
2024/04/18 10:13:09.473, 51.25 W, 0 %, 0 %
2024/04/18 10:13:09.578, 49.60 W, 0 %, 0 %
2024/04/18 10:13:09.583, 54.73 W, 0 %, 0 %
2024/04/18 10:13:09.590, 51.30 W, 0 %, 0 %
2024/04/18 10:13:09.695, 49.60 W, 0 %, 0 %
2024/04/18 10:13:09.699, 55.06 W, 0 %, 0 %
2024/04/18 10:13:09.705, 51.30 W, 0 %, 0 %
2024/04/18 10:13:09.810, 49.60 W, 0 %, 0 %
2024/04/18 10:13:09.815, 55.06 W, 0 %, 0 %
2024/04/18 10:13:09.819, 51.30 W, 0 %, 0 %
2024/04/18 10:13:09.924, 49.60 W, 0 %, 0 %
2024/04/18 10:13:09.932, 55.06 W, 0 %, 0 %
2024/04/18 10:13:09.936, 51.30 W, 0 %, 0 %
2024/04/18 10:13:10.041, 49.60 W, 0 %, 0 %
2024/04/18 10:13:10.046, 55.06 W, 0 %, 0 %
2024/04/18 10:13:10.051, 51.30 W, 0 %, 0 %
2024/04/18 10:13:10.156, 49.60 W, 0 %, 0 %
2024/04/18 10:13:10.160, 55.34 W, 0 %, 0 %
2024/04/18 10:13:10.167, 51.30 W, 0 %, 0 %
2024/04/18 10:13:10.272, 49.60 W, 0 %, 0 %
2024/04/18 10:13:10.277, 54.79 W, 0 %, 0 %
2024/04/18 10:13:10.282, 51.30 W, 0 %, 0 %
2024/04/18 10:13:10.386, 49.60 W, 0 %, 0 %
2024/04/18 10:13:10.392, 55.06 W, 0 %, 0 %
2024/04/18 10:13:10.397, 51.30 W, 0 %, 0 %
2024/04/18 10:13:10.501, 49.88 W, 0 %, 0 %
2024/04/18 10:13:10.513, 55.34 W, 0 %, 0 %
2024/04/18 10:13:10.517, 51.30 W, 0 %, 0 %
2024/04/18 10:13:10.622, 49.88 W, 0 %, 0 %
2024/04/18 10:13:10.628, 55.06 W, 0 %, 0 %
2024/04/18 10:13:10.635, 51.30 W, 0 %, 0 %
2024/04/18 10:13:10.740, 49.60 W, 0 %, 0 %
2024/04/18 10:13:10.745, 55.06 W, 0 %, 0 %
2024/04/18 10:13:10.750, 51.30 W, 0 %, 0 %
2024/04/18 10:13:10.855, 49.60 W, 0 %, 0 %
2024/04/18 10:13:10.860, 55.34 W, 0 %, 0 %
2024/04/18 10:13:10.865, 51.30 W, 0 %, 0 %
2024/04/18 10:13:10.973, 49.60 W, 0 %, 0 %
2024/04/18 10:13:10.980, 55.06 W, 0 %, 0 %
2024/04/18 10:13:10.985, 51.30 W, 0 %, 0 %
2024/04/18 10:13:11.090, 49.60 W, 0 %, 0 %
2024/04/18 10:13:11.096, 55.06 W, 0 %, 0 %
2024/04/18 10:13:11.100, 51.25 W, 0 %, 0 %
2024/04/18 10:13:11.205, 49.60 W, 0 %, 0 %
2024/04/18 10:13:11.210, 55.06 W, 0 %, 0 %
2024/04/18 10:13:11.215, 51.30 W, 0 %, 0 %
2024/04/18 10:13:11.319, 49.60 W, 0 %, 0 %
2024/04/18 10:13:11.324, 55.06 W, 0 %, 0 %
2024/04/18 10:13:11.329, 51.30 W, 0 %, 0 %
2024/04/18 10:13:11.433, 49.60 W, 0 %, 0 %
2024/04/18 10:13:11.438, 55.06 W, 0 %, 0 %
2024/04/18 10:13:11.443, 51.30 W, 0 %, 0 %
2024/04/18 10:13:11.548, 49.60 W, 0 %, 0 %
2024/04/18 10:13:11.552, 55.06 W, 0 %, 0 %
2024/04/18 10:13:11.557, 51.30 W, 0 %, 0 %
2024/04/18 10:13:11.662, 49.60 W, 0 %, 0 %
2024/04/18 10:13:11.667, 55.06 W, 0 %, 0 %
2024/04/18 10:13:11.671, 51.30 W, 0 %, 0 %
2024/04/18 10:13:11.776, 49.88 W, 0 %, 0 %
2024/04/18 10:13:11.781, 55.06 W, 0 %, 0 %
2024/04/18 10:13:11.786, 51.30 W, 0 %, 0 %
2024/04/18 10:13:11.891, 49.60 W, 0 %, 0 %
2024/04/18 10:13:11.896, 55.06 W, 0 %, 0 %
2024/04/18 10:13:11.901, 51.30 W, 0 %, 0 %
2024/04/18 10:13:12.008, 49.88 W, 0 %, 0 %
2024/04/18 10:13:12.015, 55.06 W, 0 %, 0 %
2024/04/18 10:13:12.020, 51.30 W, 0 %, 0 %
2024/04/18 10:13:12.124, 49.60 W, 0 %, 0 %
2024/04/18 10:13:12.129, 55.06 W, 0 %, 0 %
2024/04/18 10:13:12.134, 51.30 W, 0 %, 0 %
2024/04/18 10:13:12.238, 49.60 W, 0 %, 0 %
2024/04/18 10:13:12.244, 55.06 W, 0 %, 0 %
2024/04/18 10:13:12.249, 51.25 W, 0 %, 0 %
2024/04/18 10:13:12.353, 49.60 W, 0 %, 0 %
2024/04/18 10:13:12.358, 55.06 W, 0 %, 0 %
2024/04/18 10:13:12.363, 51.30 W, 0 %, 0 %
2024/04/18 10:13:12.467, 49.60 W, 0 %, 0 %
2024/04/18 10:13:12.472, 55.06 W, 0 %, 0 %
2024/04/18 10:13:12.477, 51.30 W, 0 %, 0 %
2024/04/18 10:13:12.582, 49.60 W, 0 %, 0 %
2024/04/18 10:13:12.587, 55.06 W, 0 %, 0 %
2024/04/18 10:13:12.594, 51.30 W, 0 %, 0 %
2024/04/18 10:13:12.698, 49.60 W, 0 %, 0 %
2024/04/18 10:13:12.704, 55.06 W, 0 %, 0 %
2024/04/18 10:13:12.709, 51.30 W, 0 %, 0 %
2024/04/18 10:13:12.814, 49.60 W, 0 %, 0 %
2024/04/18 10:13:12.820, 55.06 W, 0 %, 0 %
2024/04/18 10:13:12.826, 51.25 W, 0 %, 0 %
2024/04/18 10:13:12.933, 49.60 W, 0 %, 0 %
2024/04/18 10:13:12.940, 55.34 W, 0 %, 0 %
2024/04/18 10:13:12.945, 51.30 W, 0 %, 0 %
2024/04/18 10:13:13.050, 49.60 W, 0 %, 0 %
2024/04/18 10:13:13.055, 55.06 W, 0 %, 0 %
2024/04/18 10:13:13.059, 51.30 W, 0 %
