timestamp;tag;duration;nvidia_gpu_0;nvidia_gpu_1;nvidia_gpu_2;nvidia_gpu_3;nvidia_gpu_4;nvidia_gpu_5;nvidia_gpu_6;nvidia_gpu_7
1705183927.1920633;tokenizer;0.26523303985595703;15287;15924;15871;16821;18245;11437;10866;15951
1705183927.4572964;model load;21.084970712661743;1167968;1201197;1205471;1255266;1350742;1288775;1218570;1198267
1705183948.542267;pipeline load;0.019526243209838867;0;0;0;6097;6591;0;0;0
1705183948.5617933;inference;12.45415711402893;753226;776807;782412;817602;871590;843203;828784;732747
1705183967.9212613;tokenizer;0.16451644897460938;5088;10592;5281;11244;12085;11460;5432;10656
1705183968.0857778;model load;15.056854009628296;832264;855519;856641;895463;955885;905817;860471;844015
1705183983.1426318;pipeline load;0.022667407989501953;0;0;0;0;6594;6324;0;0
1705183983.1652992;inference;12.389261484146118;752912;770445;782806;810448;871803;837746;829004;726790
1705184002.4570339;tokenizer;0.23300886154174805;15276;10595;10592;11226;18163;17174;16298;10644
1705184002.6900427;model load;12.527249336242676;688109;712317;711922;744780;792805;750359;708735;698594
1705184015.217292;pipeline load;0.019483566284179688;0;0;0;0;0;0;0;0
1705184015.2367756;inference;12.280371189117432;748443;764333;770628;804449;872979;838332;823992;720890
1705184034.116679;tokenizer;0.18660187721252441;10187;10610;10574;5619;12096;11438;10832;10653
1705184034.3032808;model load;14.866947889328003;822079;844546;845280;883722;949381;900255;849952;827877
1705184049.1702287;pipeline load;0.018524646759033203;0;0;0;6086;0;0;0;5931
1705184049.1887534;inference;12.369909048080444;747288;771196;776821;810199;871983;837667;822076;726773
1705184067.7796278;tokenizer;0.33333635330200195;15271;15913;15890;16831;18205;17161;16297;15951
1705184068.1129642;model load;18.153823614120483;1004165;1027376;1035495;1077857;1165059;1104567;1043821;1019464
1705184086.2667878;pipeline load;0.018573284149169922;0;5841;0;6088;0;0;0;5907
1705184086.285361;inference;12.242450952529907;742139;758683;770014;799192;866913;831607;816791;714811
1705184105.205106;tokenizer;0.21759557723999023;15267;10589;10590;11196;12109;17162;10812;10630
1705184105.4227016;model load;14.924345254898071;822037;849962;851514;884146;956088;900668;855757;833243
1705184120.3470469;pipeline load;0.018311262130737305;0;0;0;6096;0;0;0;5906
