timestamp;tag;duration;nvidia_gpu_0;nvidia_gpu_1;nvidia_gpu_2;nvidia_gpu_3
1705272181.893166;tokenizer;0.38170313835144043;21890;21373;21262;15709
1705272182.2748692;model load;33.812888860702515;2006785;1945561;1923487;1895556
1705272216.087758;pipeline load;0.008692741394042969;0;5865;0;0
1705272216.0964508;inference;12.681889295578003;812573;787707;785479;788878
1705272237.4168043;tokenizer;0.25017476081848145;10946;10680;10598;10482
1705272237.666979;model load;7.663028955459595;454572;436590;428485;418608
1705272245.330008;pipeline load;0.009014606475830078;0;0;0;0
1705272245.3390226;inference;9.976640939712524;651444;634477;628384;640632
1705272263.878054;tokenizer;0.28606438636779785;16333;15942;15858;15679
1705272264.1641183;model load;24.933926343917847;1469458;1444021;1427241;1401011
1705272289.0980446;pipeline load;0.009026050567626953;0;0;0;0
1705272289.1070707;inference;9.524537563323975;626710;603945;592731;611518
1705272305.9248736;tokenizer;0.19687747955322266;10888;10635;10579;10450
1705272306.121751;model load;24.905094385147095;1463338;1441272;1425066;1401031
1705272331.0268455;pipeline load;0.008751153945922852;0;0;0;0
1705272331.0355966;inference;9.754339933395386;645442;615729;609243;621644
1705272347.321154;tokenizer;0.26496100425720215;16340;15947;10603;10401
1705272347.5861151;model load;7.2080230712890625;424106;406721;404686;394954
1705272354.7941382;pipeline load;0.008687496185302734;0;0;0;0
1705272354.8028257;inference;9.870575428009033;642674;626908;614879;627497
1705272370.425697;tokenizer;0.3073148727416992;16349;15946;15852;15655
1705272370.733012;model load;23.813907146453857;1403708;1376536;1359719;1332571
1705272394.546919;pipeline load;0.010835409164428711;0;0;0;0
1705272394.5577545;inference;9.635031700134277;631555;609235;603480;616013
1705272409.8534749;tokenizer;0.25736188888549805;10893;15930;10587;10393
1705272410.1108367;model load;7.613034725189209;445250;426997;425145;414784
1705272417.7238715;pipeline load;0.01061701774597168;0;5834;0;0
1705272417.7344885;inference;9.288028955459595;607189;586381;586205;592894
1705272432.4446754;tokenizer;0.3335745334625244;21688;15970;21144;20790
1705272432.77825;model load;6.034515619277954;352747;341732;335206;326676
1705272438.8127656;pipeline load;0.009076118469238281;0;0;0;0
1705272438.8218417;inference;9.605419874191284;625841;608815;596966;611084
