timestamp;tag;duration;nvidia_gpu_0;nvidia_gpu_1;nvidia_gpu_2;nvidia_gpu_3
1705184820.2354026;tokenizer;0.1613473892211914;12056;11437;10884;10637
1705184820.39675;model load;16.430365085601807;1064028;1011184;953729;937981
1705184836.827115;pipeline load;0.010953187942504883;6566;0;0;0
1705184836.8380682;inference;10.393175840377808;779798;759819;723278;734858
1705184853.7126696;tokenizer;0.2870914936065674;18101;17168;16275;15970
1705184853.999761;model load;12.83164119720459;834773;792090;745750;733548
1705184866.8314023;pipeline load;0.009304046630859375;0;0;0;0
1705184866.8407063;inference;10.245898485183716;774224;748088;710100;723992
1705184881.0829887;tokenizer;0.18853378295898438;12126;11443;5398;5338
1705184881.2715225;model load;19.805830001831055;1288268;1225284;1154231;1140069
1705184901.0773525;pipeline load;0.009862422943115234;0;0;0;0
1705184901.087215;inference;10.215302467346191;766770;747658;709704;723778
1705184917.0209038;tokenizer;0.2185657024383545;12080;11448;10844;10705
1705184917.2394695;model load;18.655215740203857;1218467;1159326;1094910;1079329
1705184935.8946853;pipeline load;0.013702869415283203;0;0;0;0
1705184935.9083881;inference;10.238615274429321;772342;746811;711773;723004
1705184951.3208604;tokenizer;0.1806623935699463;6043;11444;10830;10707
1705184951.5015228;model load;13.050171852111816;847475;804212;758203;745238
1705184964.5516946;pipeline load;0.008874893188476562;0;0;0;0
1705184964.5605695;inference;10.254677295684814;773910;748266;709336;723223
1705184981.7933671;tokenizer;0.25205492973327637;12093;11433;16270;10699
1705184982.045422;model load;20.71543264389038;1349955;1282964;1209825;1194379
1705185002.7608547;pipeline load;0.011157989501953125;0;0;0;0
1705185002.7720127;inference;10.333593606948853;781756;753731;714906;729940
1705185021.477764;tokenizer;0.2901592254638672;18145;17159;16257;16028
1705185021.767923;model load;9.776849746704102;630888;597282;559780;550247
1705185031.5447729;pipeline load;0.008881568908691406;6647;6364;0;5953
1705185031.5536544;inference;10.249491214752197;775166;748842;709574;724800
1705185048.9682968;tokenizer;0.2133030891418457;12103;11440;16261;10688
1705185049.1815999;model load;19.24107789993286;1252798;1192798;1122601;1110900
1705185068.4226778;pipeline load;0.008922338485717773;0;0;0;0
1705185068.4316;inference;10.35071611404419;780850;753624;714344;729421
1705185086.525732;tokenizer;0.21600818634033203;18133;17173;10888;10702
1705185086.7417402;model load;12.964153051376343;835693;799534;750511;740216
1705185099.7058933;pipeline load;0.010663747787475586;6615;0;0;0
1705185099.716557;inference;10.017020225524902;753855;729895;697471;705505
1705185117.4810755;tokenizer;0.3858821392059326;24192;22895;21607;16029
1705185117.8669577;model load;20.694902420043945;1348915;1284054;1208350;1194955
1705185138.56186;pipeline load;0.010752677917480469;0;0;0;0
1705185138.5726128;inference;10.332403659820557;780150;755368;715827;729514
1705185155.2208266;tokenizer;0.22499680519104004;12093;11445;16248;10690
1705185155.4458234;model load;9.760280847549438;630698;597614;562113;550582
1705185165.2061043;pipeline load;0.008948087692260742;0;0;0;0
