timestamp, power.draw [W], utilization.gpu [%], utilization.memory [%]
2024/04/10 09:03:20.896, 49.65 W, 0 %, 0 %
2024/04/10 09:03:21.003, 49.65 W, 0 %, 0 %
2024/04/10 09:03:21.108, 49.65 W, 0 %, 0 %
2024/04/10 09:03:21.212, 49.65 W, 0 %, 0 %
2024/04/10 09:03:21.317, 49.60 W, 0 %, 0 %
2024/04/10 09:03:21.424, 49.65 W, 0 %, 0 %
2024/04/10 09:03:21.529, 49.65 W, 0 %, 0 %
2024/04/10 09:03:21.634, 49.65 W, 0 %, 0 %
2024/04/10 09:03:21.739, 49.65 W, 0 %, 0 %
2024/04/10 09:03:21.843, 49.65 W, 0 %, 0 %
2024/04/10 09:03:21.948, 49.65 W, 0 %, 0 %
2024/04/10 09:03:22.053, 49.65 W, 0 %, 0 %
2024/04/10 09:03:22.158, 49.65 W, 0 %, 0 %
2024/04/10 09:03:22.263, 49.65 W, 0 %, 0 %
2024/04/10 09:03:22.369, 49.65 W, 0 %, 0 %
2024/04/10 09:03:22.477, 49.65 W, 0 %, 0 %
2024/04/10 09:03:22.581, 49.65 W, 0 %, 0 %
2024/04/10 09:03:22.686, 49.65 W, 0 %, 0 %
2024/04/10 09:03:22.792, 49.88 W, 0 %, 0 %
2024/04/10 09:03:22.897, 49.65 W, 0 %, 0 %
2024/04/10 09:03:23.001, 49.65 W, 0 %, 0 %
2024/04/10 09:03:23.106, 49.60 W, 0 %, 0 %
2024/04/10 09:03:23.211, 49.65 W, 0 %, 0 %
2024/04/10 09:03:23.316, 49.60 W, 0 %, 0 %
2024/04/10 09:03:23.423, 49.65 W, 0 %, 0 %
2024/04/10 09:03:23.527, 49.65 W, 0 %, 0 %
2024/04/10 09:03:23.632, 49.65 W, 0 %, 0 %
2024/04/10 09:03:23.738, 49.65 W, 0 %, 0 %
2024/04/10 09:03:23.842, 49.65 W, 0 %, 0 %
2024/04/10 09:03:23.947, 49.65 W, 0 %, 0 %
2024/04/10 09:03:24.052, 49.65 W, 0 %, 0 %
2024/04/10 09:03:24.156, 49.65 W, 0 %, 0 %
2024/04/10 09:03:24.262, 49.65 W, 0 %, 0 %
2024/04/10 09:03:24.366, 49.65 W, 0 %, 0 %
2024/04/10 09:03:24.474, 49.60 W, 0 %, 0 %
2024/04/10 09:03:24.578, 49.65 W, 0 %, 0 %
2024/04/10 09:03:24.684, 49.65 W, 0 %, 0 %
2024/04/10 09:03:24.789, 49.65 W, 0 %, 0 %
2024/04/10 09:03:24.894, 49.65 W, 0 %, 0 %
2024/04/10 09:03:24.998, 49.60 W, 0 %, 0 %
2024/04/10 09:03:25.105, 49.65 W, 0 %, 0 %
2024/04/10 09:03:25.211, 49.65 W, 0 %, 0 %
2024/04/10 09:03:25.316, 49.60 W, 0 %, 0 %
2024/04/10 09:03:25.423, 49.65 W, 0 %, 0 %
2024/04/10 09:03:25.528, 49.65 W, 0 %, 0 %
2024/04/10 09:03:25.635, 49.65 W, 0 %, 0 %
2024/04/10 09:03:25.743, 49.60 W, 0 %, 0 %
2024/04/10 09:03:25.847, 49.65 W, 0 %, 0 %
2024/04/10 09:03:25.953, 49.65 W, 0 %, 0 %
