timestamp, power.draw [W], utilization.gpu [%], utilization.memory [%]
2024/04/22 09:28:59.470, 51.02 W, 0 %, 0 %
2024/04/22 09:28:59.476, 52.45 W, 0 %, 0 %
2024/04/22 09:28:59.490, 52.40 W, 0 %, 0 %
2024/04/22 09:28:59.599, 50.70 W, 0 %, 0 %
2024/04/22 09:28:59.603, 52.72 W, 0 %, 0 %
2024/04/22 09:28:59.608, 52.40 W, 0 %, 0 %
2024/04/22 09:28:59.713, 51.02 W, 0 %, 0 %
2024/04/22 09:28:59.717, 52.45 W, 0 %, 0 %
2024/04/22 09:28:59.726, 52.40 W, 0 %, 0 %
2024/04/22 09:28:59.832, 50.70 W, 0 %, 0 %
2024/04/22 09:28:59.836, 52.45 W, 0 %, 0 %
2024/04/22 09:28:59.841, 52.40 W, 0 %, 0 %
2024/04/22 09:28:59.946, 50.70 W, 0 %, 0 %
2024/04/22 09:28:59.952, 52.45 W, 0 %, 0 %
2024/04/22 09:28:59.957, 52.40 W, 0 %, 0 %
2024/04/22 09:29:00.061, 50.70 W, 0 %, 0 %
2024/04/22 09:29:00.066, 52.45 W, 0 %, 0 %
2024/04/22 09:29:00.071, 52.40 W, 0 %, 0 %
2024/04/22 09:29:00.176, 50.70 W, 0 %, 0 %
2024/04/22 09:29:00.180, 52.45 W, 0 %, 0 %
2024/04/22 09:29:00.185, 52.40 W, 0 %, 0 %
2024/04/22 09:29:00.290, 50.70 W, 0 %, 0 %
2024/04/22 09:29:00.295, 52.45 W, 0 %, 0 %
2024/04/22 09:29:00.300, 52.40 W, 0 %, 0 %
2024/04/22 09:29:00.404, 50.70 W, 0 %, 0 %
2024/04/22 09:29:00.411, 52.45 W, 0 %, 0 %
2024/04/22 09:29:00.416, 52.40 W, 0 %, 0 %
2024/04/22 09:29:00.521, 50.70 W, 0 %, 0 %
2024/04/22 09:29:00.526, 52.45 W, 0 %, 0 %
2024/04/22 09:29:00.531, 52.40 W, 0 %, 0 %
2024/04/22 09:29:00.638, 50.70 W, 0 %, 0 %
2024/04/22 09:29:00.643, 52.45 W, 0 %, 0 %
2024/04/22 09:29:00.648, 52.40 W, 0 %, 0 %
2024/04/22 09:29:00.752, 51.02 W, 0 %, 0 %
2024/04/22 09:29:00.758, 52.45 W, 0 %, 0 %
2024/04/22 09:29:00.762, 52.40 W, 0 %, 0 %
2024/04/22 09:29:00.867, 50.70 W, 0 %, 0 %
2024/04/22 09:29:00.872, 52.45 W, 0 %, 0 %
2024/04/22 09:29:00.877, 52.40 W, 0 %, 0 %
2024/04/22 09:29:00.982, 50.70 W, 0 %, 0 %
2024/04/22 09:29:00.987, 52.45 W, 0 %, 0 %
2024/04/22 09:29:00.992, 52.40 W, 0 %, 0 %
2024/04/22 09:29:01.098, 50.70 W, 0 %, 0 %
2024/04/22 09:29:01.103, 52.45 W, 0 %, 0 %
2024/04/22 09:29:01.108, 52.45 W, 0 %, 0 %
2024/04/22 09:29:01.213, 50.70 W, 0 %, 0 %
2024/04/22 09:29:01.218, 52.72 W, 0 %, 0 %
2024/04/22 09:29:01.223, 52.40 W, 0 %, 0 %
2024/04/22 09:29:01.328, 50.70 W, 0 %, 0 %
2024/04/22 09:29:01.334, 52.72 W, 0 %, 0 %
2024/04/22 09:29:01.338, 52.40 W, 0 %, 0 %
2024/04/22 09:29:01.443, 50.70 W, 0 %, 0 %
2024/04/22 09:29:01.450, 52.45 W, 0 %, 0 %
2024/04/22 09:29:01.455, 52.40 W, 0 %, 0 %
2024/04/22 09:29:01.561, 50.70 W, 0 %, 0 %
2024/04/22 09:29:01.565, 52.45 W, 0 %, 0 %
2024/04/22 09:29:01.570, 52.40 W, 0 %, 0 %
2024/04/22 09:29:01.677, 50.70 W, 0 %, 0 %
2024/04/22 09:29:01.683, 52.45 W, 0 %, 0 %
2024/04/22 09:29:01.687, 52.40 W, 0 %, 0 %
2024/04/22 09:29:01.792, 50.70 W, 0 %, 0 %
2024/04/22 09:29:01.797, 52.45 W, 0 %, 0 %
2024/04/22 09:29:01.802, 52.40 W, 0 %, 0 %
2024/04/22 09:29:01.907, 50.70 W, 0 %, 0 %
2024/04/22 09:29:01.911, 52.72 W, 0 %, 0 %
2024/04/22 09:29:01.916, 52.45 W, 0 %, 0 %
2024/04/22 09:29:02.023, 50.70 W, 0 %, 0 %
2024/04/22 09:29:02.027, 52.45 W, 0 %, 0 %
2024/04/22 09:29:02.032, 52.40 W, 0 %, 0 %
2024/04/22 09:29:02.137, 50.70 W, 0 %, 0 %
2024/04/22 09:29:02.143, 52.45 W, 0 %, 0 %
2024/04/22 09:29:02.149, 52.40 W, 0 %, 0 %
2024/04/22 09:29:02.254, 51.02 W, 0 %, 0 %
2024/04/22 09:29:02.259, 52.45 W, 0 %, 0 %
2024/04/22 09:29:02.263, 52.40 W, 0 %, 0 %
2024/04/22 09:29:02.368, 50.70 W, 0 %, 0 %
2024/04/22 09:29:02.375, 52.45 W, 0 %, 0 %
2024/04/22 09:29:02.380, 52.40 W, 0 %, 0 %
2024/04/22 09:29:02.485, 50.70 W, 0 %, 0 %
2024/04/22 09:29:02.490, 52.45 W, 0 %, 0 %
2024/04/22 09:29:02.495, 52.40 W, 0 %, 0 %
2024/04/22 09:29:02.602, 50.70 W, 0 %, 0 %
2024/04/22 09:29:02.608, 52.72 W, 0 %, 0 %
2024/04/22 09:29:02.622, 52.40 W, 0 %, 0 %
2024/04/22 09:29:02.727, 50.70 W, 0 %, 0 %
2024/04/22 09:29:02.732, 52.45 W, 0 %, 0 %
2024/04/22 09:29:02.737, 52.40 W, 0 %, 0 %
2024/04/22 09:29:02.842, 50.70 W, 0 %, 0 %
2024/04/22 09:29:02.847, 52.45 W, 0 %, 0 %
2024/04/22 09:29:02.852, 52.40 W, 0 %, 0 %
2024/04/22 09:29:02.958, 50.70 W, 0 %, 0 %
