1712760173.7580082,tokenizer,0.4821321964263916,25967,20106,25752,32,0,0,Mixtral-8x7B-v0.1,3,startup,0,32,argonne-swing,137,40960.0,29215.6875,40960.0,31757.6875,40960.0,32007.6875
1712760174.2401404,model load,118.06976914405823,6608691,6546261,6681159,32,0,0,Mixtral-8x7B-v0.1,3,startup,0,32,argonne-swing,137,40960.0,29215.6875,40960.0,31757.6875,40960.0,32007.6875
1712760292.3317132,start-inference-8-0,3.6013588905334473,235130,236676,239334,8,33,0,Mixtral-8x7B-v0.1,3,What are some effective strategies for managing st,41,32,argonne-swing,14,40960.0,29353.6875,40960.0,31873.6875,40960.0,32123.6875
1712760295.9546876,start-inference-8-1,1.58970308303833,121651,123877,126056,8,33,1,Mixtral-8x7B-v0.1,3,What are some effective strategies for managing st,41,32,argonne-swing,4,40960.0,29353.6875,40960.0,31873.6875,40960.0,32123.6875
1712760297.5599632,start-inference-8-2,1.5909996032714844,121517,123781,125744,8,33,2,Mixtral-8x7B-v0.1,3,What are some effective strategies for managing st,41,32,argonne-swing,4,40960.0,29353.6875,40960.0,31873.6875,40960.0,32123.6875
1712760299.1677282,start-inference-8-3,1.585461139678955,115509,124298,126514,8,33,3,Mixtral-8x7B-v0.1,3,What are some effective strategies for managing st,41,32,argonne-swing,4,40960.0,29353.6875,40960.0,31873.6875,40960.0,32123.6875
1712760300.7689943,start-inference-8-4,1.5987865924835205,121634,124042,125655,8,33,4,Mixtral-8x7B-v0.1,3,What are some effective strategies for managing st,41,32,argonne-swing,4,40960.0,29353.6875,40960.0,31873.6875,40960.0,32123.6875
1712760302.385156,start-inference-8-5,1.5809087753295898,114987,124914,126510,8,33,5,Mixtral-8x7B-v0.1,3,What are some effective strategies for managing st,41,32,argonne-swing,4,40960.0,29353.6875,40960.0,31873.6875,40960.0,32123.6875
1712760303.9809308,start-inference-8-6,1.5848991870880127,114589,124797,116683,8,33,6,Mixtral-8x7B-v0.1,3,What are some effective strategies for managing st,41,32,argonne-swing,4,40960.0,29353.6875,40960.0,31873.6875,40960.0,32123.6875
1712760305.5807824,start-inference-16-0,3.1848044395446777,241160,247942,243606,16,33,0,Mixtral-8x7B-v0.1,3,What are some effective strategies for managing st,49,32,argonne-swing,4,40960.0,29353.6875,40960.0,31873.6875,40960.0,32123.6875
