timestamp, power.draw [W], utilization.gpu [%], utilization.memory [%]
2024/03/28 10:54:19.377, 55.94 W, 0 %, 0 %
2024/03/28 10:54:19.484, 55.66 W, 0 %, 0 %
2024/03/28 10:54:19.589, 55.66 W, 0 %, 0 %
2024/03/28 10:54:19.694, 55.66 W, 0 %, 0 %
2024/03/28 10:54:19.798, 55.66 W, 0 %, 0 %
2024/03/28 10:54:19.903, 55.66 W, 0 %, 0 %
2024/03/28 10:54:20.008, 55.66 W, 0 %, 0 %
2024/03/28 10:54:20.113, 55.66 W, 0 %, 0 %
2024/03/28 10:54:20.219, 55.66 W, 0 %, 0 %
2024/03/28 10:54:20.324, 55.66 W, 0 %, 0 %
2024/03/28 10:54:20.431, 55.66 W, 0 %, 0 %
2024/03/28 10:54:20.536, 55.66 W, 0 %, 0 %
2024/03/28 10:54:20.641, 55.66 W, 0 %, 0 %
2024/03/28 10:54:20.746, 55.66 W, 0 %, 0 %
2024/03/28 10:54:20.851, 55.66 W, 0 %, 0 %
2024/03/28 10:54:20.959, 55.66 W, 0 %, 0 %
2024/03/28 10:54:21.063, 55.66 W, 0 %, 0 %
2024/03/28 10:54:21.168, 55.66 W, 0 %, 0 %
2024/03/28 10:54:21.274, 55.66 W, 0 %, 0 %
2024/03/28 10:54:21.378, 55.66 W, 0 %, 0 %
2024/03/28 10:54:21.483, 55.94 W, 0 %, 0 %
2024/03/28 10:54:21.588, 55.94 W, 0 %, 0 %
2024/03/28 10:54:21.692, 55.66 W, 0 %, 0 %
2024/03/28 10:54:21.798, 55.66 W, 0 %, 0 %
2024/03/28 10:54:21.902, 55.66 W, 0 %, 0 %
2024/03/28 10:54:22.007, 55.66 W, 0 %, 0 %
2024/03/28 10:54:22.112, 55.66 W, 0 %, 0 %
2024/03/28 10:54:22.219, 55.66 W, 0 %, 0 %
2024/03/28 10:54:22.324, 55.66 W, 0 %, 0 %
2024/03/28 10:54:22.431, 55.66 W, 0 %, 0 %
2024/03/28 10:54:22.537, 55.66 W, 0 %, 0 %
2024/03/28 10:54:22.642, 55.66 W, 0 %, 0 %
2024/03/28 10:54:22.747, 55.66 W, 0 %, 0 %
2024/03/28 10:54:22.852, 55.66 W, 0 %, 0 %
2024/03/28 10:54:22.957, 55.66 W, 0 %, 0 %
2024/03/28 10:54:23.061, 55.66 W, 0 %, 0 %
2024/03/28 10:54:23.167, 55.66 W, 0 %, 0 %
2024/03/28 10:54:23.273, 55.66 W, 0 %, 0 %
2024/03/28 10:54:23.377, 55.66 W, 0 %, 0 %
2024/03/28 10:54:23.482, 55.66 W, 0 %, 0 %
2024/03/28 10:54:23.588, 55.66 W, 0 %, 0 %
2024/03/28 10:54:23.693, 55.66 W, 0 %, 0 %
2024/03/28 10:54:23.797, 55.66 W, 0 %, 0 %
2024/03/28 10:54:23.902, 55.66 W, 0 %, 0 %
2024/03/28 10:54:24.007, 55.66 W, 0 %, 0 %
2024/03/28 10:54:24.112, 55.66 W, 0 %, 0 %
2024/03/28 10:54:24.217, 55.66 W, 0 %, 0 %
2024/03/28 10:54:24.322, 55.66 W, 0 %, 0 %
2024/03/28 10:54:24.429, 55.66 W, 0 %, 0 %
2024/03/28 10:54:24.534, 55.66 W, 0 %, 0 %
2024/03/28 10:54:24.638, 55.66 W, 0 %, 0 %
2024/03/28 10:54:24.743, 55.66 W, 0 %, 0 %
2024/03/28 10:54:24.848, 55.66 W, 0 %, 0 %
2024/03/28 10:54:24.953, 55.66 W, 0 %, 0 %
2024/03/28 10:54:25.058, 55.66 W, 0 %, 0 %
2024/03/28 10:54:25.163, 55.66 W, 0 %, 0 %
2024/03/28 10:54:25.268, 55.66 W, 0 %, 0 %
2024/03/28 10:54:25.372, 55.66 W, 0 %, 0 %
2024/03/28 10:54:25.481, 55.66 W, 0 %, 0 %
