1710872322.3109634,tokenizer,0.31383728981018066,15954,16160,128,0,0,falcon-7b,2,startup,0,32,argonne-swing,40960.0,7977.6875,40960.0,7413.6875
1710872322.6248007,model load,59.573508977890015,3424011,3476443,128,0,0,falcon-7b,2,startup,0,32,argonne-swing,40960.0,7977.6875,40960.0,7413.6875
1710872382.1983097,pipeline load,0.0057795047760009766,0,0,128,0,0,falcon-7b,2,startup,0,32,argonne-swing,40960.0,7977.6875,40960.0,7413.6875
1710872382.2305655,start-inference-A-0,7.464346408843994,569255,566479,128,7,0,falcon-7b,2,What is the capital of France?,135,32,argonne-swing,40960.0,8095.6875,40960.0,7525.6875
1710872389.7075865,start-inference-1-1,4.046383857727051,378709,363798,128,7,1,falcon-7b,2,What is the capital of France?,135,32,argonne-swing,40960.0,8095.6875,40960.0,7527.6875
1710872393.7659478,start-inference-1-2,4.046352863311768,370213,373497,128,7,2,falcon-7b,2,What is the capital of France?,135,32,argonne-swing,40960.0,8095.6875,40960.0,7527.6875
1710872397.823609,start-inference-1-3,4.0527098178863525,370072,363912,128,7,3,falcon-7b,2,What is the capital of France?,135,32,argonne-swing,40960.0,8095.6875,40960.0,7527.6875
1710872401.88823,start-inference-1-4,4.049559831619263,380313,364380,128,7,4,falcon-7b,2,What is the capital of France?,135,32,argonne-swing,40960.0,8095.6875,40960.0,7527.6875
1710872405.9498,start-inference-B-0,1.1813035011291504,110266,108526,128,18,0,falcon-7b,2,Can you explain the difference between a simile and a metaphor? Provide an example of each.,54,32,argonne-swing,40960.0,8095.6875,40960.0,7529.6875
1710872407.141484,start-inference-1-1,4.092977046966553,369523,374450,128,18,1,falcon-7b,2,Can you explain the difference between a simile and a metaphor? Provide an example of each.,146,32,argonne-swing,40960.0,8095.6875,40960.0,7529.6875
1710872411.247811,start-inference-1-2,4.112850189208984,380140,373269,128,18,2,falcon-7b,2,Can you explain the difference between a simile and a metaphor? Provide an example of each.,146,32,argonne-swing,40960.0,8095.6875,40960.0,7529.6875
