1710787539.2126815,tokenizer,0.36286449432373047,20784,15733,128,0,0,Llama-2-13b-chat-hf,2,startup,0,32,argonne-swing,40960.0,13519.6875,40960.0,13519.6875
1710787539.575546,pipeline load,27.36702799797058,1542698,1561797,128,0,0,Llama-2-13b-chat-hf,2,startup,0,32,argonne-swing,40960.0,13519.6875,40960.0,13519.6875
1710787566.979001,start-inference-A-0,15.707581281661987,1120075,1148366,128,8,0,Llama-2-13b-chat-hf,2,What is the capital of France?,121,32,argonne-swing,40960.0,13849.6875,40960.0,13843.6875
1710787582.7017357,start-inference-A-1,2.4596567153930664,193767,200407,128,8,1,Llama-2-13b-chat-hf,2,What is the capital of France?,31,32,argonne-swing,40960.0,13849.6875,40960.0,13843.6875
1710787585.1755614,start-inference-A-2,11.437606811523438,916600,933221,128,8,2,Llama-2-13b-chat-hf,2,What is the capital of France?,136,32,argonne-swing,40960.0,13869.6875,40960.0,13865.6875
1710787596.6272302,start-inference-A-3,1.1337902545928955,85889,86694,128,8,3,Llama-2-13b-chat-hf,2,What is the capital of France?,19,32,argonne-swing,40960.0,13869.6875,40960.0,13865.6875
1710787597.7752607,start-inference-A-4,11.958304405212402,946898,966703,128,8,4,Llama-2-13b-chat-hf,2,What is the capital of France?,136,32,argonne-swing,40960.0,13871.6875,40960.0,13865.6875
1710787609.746329,start-inference-B-0,10.63434624671936,867750,896233,128,23,0,Llama-2-13b-chat-hf,2,Can you explain the difference between a simile and a metaphor? Provide an example of each.,151,32,argonne-swing,40960.0,13871.6875,40960.0,13865.6875
1710787620.393339,start-inference-B-1,10.45876955986023,856278,882039,128,23,1,Llama-2-13b-chat-hf,2,Can you explain the difference between a simile and a metaphor? Provide an example of each.,151,32,argonne-swing,40960.0,13871.6875,40960.0,13865.6875
1710787630.8654082,start-inference-B-2,10.61093521118164,870267,902634,128,23,2,Llama-2-13b-chat-hf,2,Can you explain the difference between a simile and a metaphor? Provide an example of each.,151,32,argonne-swing,40960.0,13871.6875,40960.0,13865.6875
1710787641.4891207,start-inference-B-3,10.963594436645508,884603,906106,128,23,3,Llama-2-13b-chat-hf,2,Can you explain the difference between a simile and a metaphor? Provide an example of each.,151,32,argonne-swing,40960.0,13871.6875,40960.0,13865.6875
1710787652.4652197,start-inference-B-4,10.279398441314697,847464,874702,128,23,4,Llama-2-13b-chat-hf,2,Can you explain the difference between a simile and a metaphor? Provide an example of each.,151,32,argonne-swing,40960.0,13871.6875,40960.0,13865.6875
1710787662.759314,start-inference-C-0,10.326541900634766,852137,880001,128,32,0,Llama-2-13b-chat-hf,2,"What are some effective strategies for managing stress and maintaining good mental health during challenging times, such as a pandemic or a personal crisis?",160,32,argonne-swing,40960.0,13891.6875,40960.0,13885.6875
1710787673.095847,start-inference-C-1,11.253806591033936,907831,940447,128,32,1,Llama-2-13b-chat-hf,2,"What are some effective strategies for managing stress and maintaining good mental health during challenging times, such as a pandemic or a personal crisis?",160,32,argonne-swing,40960.0,13891.6875,40960.0,13885.6875
1710787684.3675153,start-inference-C-2,10.179922819137573,841992,868659,128,32,2,Llama-2-13b-chat-hf,2,"What are some effective strategies for managing stress and maintaining good mental health during challenging times, such as a pandemic or a personal crisis?",160,32,argonne-swing,40960.0,13891.6875,40960.0,13885.6875
1710787694.5592575,start-inference-C-3,10.43442964553833,850867,889231,128,32,3,Llama-2-13b-chat-hf,2,"What are some effective strategies for managing stress and maintaining good mental health during challenging times, such as a pandemic or a personal crisis?",160,32,argonne-swing,40960.0,13891.6875,40960.0,13885.6875
1710787705.0084789,start-inference-C-4,10.269684553146362,855586,874492,128,32,4,Llama-2-13b-chat-hf,2,"What are some effective strategies for managing stress and maintaining good mental health during challenging times, such as a pandemic or a personal crisis?",160,32,argonne-swing,40960.0,13891.6875,40960.0,13885.6875
1710787715.2935424,start-inference-D-0,10.271220922470093,848692,875512,128,64,0,Llama-2-13b-chat-hf,2,"Imagine you are a travel guide. Can you recommend a 7-day itinerary for a trip to Japan, including must-visit destinations, cultural experiences, and local cuisine? Provide a brief description of each day's activities and how they showcase the best of Japan.",192,32,argonne-swing,40960.0,13911.6875,40960.0,13905.6875
1710787725.5782354,start-inference-D-1,10.387205600738525,856304,885626,128,64,1,Llama-2-13b-chat-hf,2,"Imagine you are a travel guide. Can you recommend a 7-day itinerary for a trip to Japan, including must-visit destinations, cultural experiences, and local cuisine? Provide a brief description of each day's activities and how they showcase the best of Japan.",192,32,argonne-swing,40960.0,13911.6875,40960.0,13907.6875
1710787735.978184,start-inference-D-2,10.216710567474365,848962,875992,128,64,2,Llama-2-13b-chat-hf,2,"Imagine you are a travel guide. Can you recommend a 7-day itinerary for a trip to Japan, including must-visit destinations, cultural experiences, and local cuisine? Provide a brief description of each day's activities and how they showcase the best of Japan.",192,32,argonne-swing,40960.0,13911.6875,40960.0,13907.6875
1710787746.2076826,start-inference-D-3,10.688910007476807,881192,900484,128,64,3,Llama-2-13b-chat-hf,2,"Imagine you are a travel guide. Can you recommend a 7-day itinerary for a trip to Japan, including must-visit destinations, cultural experiences, and local cuisine? Provide a brief description of each day's activities and how they showcase the best of Japan.",192,32,argonne-swing,40960.0,13911.6875,40960.0,13907.6875
