1714575390.567408,tokenizer,0.46022748947143555,24910,32,0,0,Llama-2-7b-chat-hf,1,startup,0,32,argonne-swing,2,40960.0,14025.6875
1714575391.0276356,model load,46.103675842285156,2533672,32,0,0,Llama-2-7b-chat-hf,1,startup,0,32,argonne-swing,2,40960.0,14025.6875
1714575437.1425323,start-inference-A-8,2.6670093536376953,162022,8,9,8,Llama-2-7b-chat-hf,1,What is the largest city in France?,17,1,argonne-swing,137,40960.0,14313.6875
1714575439.8180416,start-inference-A-16,0.4770815372467041,53974,16,9,16,Llama-2-7b-chat-hf,1,What is the largest city in France?,25,1,argonne-swing,137,40960.0,14315.6875
1714575440.3016026,start-inference-A-32,0.937608003616333,139411,32,9,32,Llama-2-7b-chat-hf,1,What is the largest city in France?,41,1,argonne-swing,137,40960.0,14317.6875
1714575441.2454858,start-inference-A-64,1.8806531429290771,309159,64,9,64,Llama-2-7b-chat-hf,1,What is the largest city in France?,73,1,argonne-swing,137,40960.0,14351.6875
1714575443.1409028,start-inference-A-128,3.8114876747131348,707405,128,9,128,Llama-2-7b-chat-hf,1,What is the largest city in France?,137,1,argonne-swing,137,40960.0,14359.6875
1714575446.9607506,start-inference-A-256,7.592626333236694,1765595,256,9,256,Llama-2-7b-chat-hf,1,What is the largest city in France?,258,1,argonne-swing,137,40960.0,14359.6875
1714575454.5631795,start-inference-A-512,18.888306379318237,5526364,512,9,512,Llama-2-7b-chat-hf,1,What is the largest city in France?,521,1,argonne-swing,137,40960.0,14487.6875
1714575473.4604287,start-inference-A-1024,53.143566846847534,18075548,1024,9,1024,Llama-2-7b-chat-hf,1,What is the largest city in France?,984,1,argonne-swing,137,40960.0,14581.6875
1714575526.6137657,start-inference-A-2048,203.7637665271759,77834130,2048,9,2048,Llama-2-7b-chat-hf,1,What is the largest city in France?,2057,1,argonne-swing,137,40960.0,38291.6875
1714575730.4198582,start-inference-B-8,0.24587512016296387,54430,8,21,8,Llama-2-7b-chat-hf,1,Can you explain the difference between a simile an,29,1,argonne-swing,9,40960.0,14359.6875
1714575730.6893177,start-inference-B-16,0.48659300804138184,80821,16,21,16,Llama-2-7b-chat-hf,1,Can you explain the difference between a simile an,37,1,argonne-swing,9,40960.0,14317.6875
1714575731.1823127,start-inference-B-32,0.9512701034545898,150060,32,21,32,Llama-2-7b-chat-hf,1,Can you explain the difference between a simile an,53,1,argonne-swing,9,40960.0,14317.6875
1714575732.1413505,start-inference-B-64,1.9100377559661865,334036,64,21,64,Llama-2-7b-chat-hf,1,Can you explain the difference between a simile an,85,1,argonne-swing,9,40960.0,14353.6875
1714575734.0611055,start-inference-B-128,3.8296427726745605,785647,128,21,128,Llama-2-7b-chat-hf,1,Can you explain the difference between a simile an,149,1,argonne-swing,9,40960.0,14359.6875
1714575737.8995402,start-inference-B-256,7.942629814147949,1962639,256,21,256,Llama-2-7b-chat-hf,1,Can you explain the difference between a simile an,277,1,argonne-swing,9,40960.0,14487.6875
1714575745.8511033,start-inference-B-512,19.22750949859619,5738440,512,21,512,Llama-2-7b-chat-hf,1,Can you explain the difference between a simile an,533,1,argonne-swing,9,40960.0,14487.6875
1714575765.088543,start-inference-B-1024,58.70132398605347,19773002,1024,21,1024,Llama-2-7b-chat-hf,1,Can you explain the difference between a simile an,1045,1,argonne-swing,9,40960.0,14583.6875
1714575823.8003821,start-inference-B-2048,204.5508897304535,76762449,2048,21,2048,Llama-2-7b-chat-hf,1,Can you explain the difference between a simile an,2069,1,argonne-swing,9,40960.0,38801.6875
1714576028.3924325,start-inference-C-8,0.247084379196167,31999,8,38,8,Llama-2-7b-chat-hf,1,What are some effective strategies for managing st,46,1,argonne-swing,12,40960.0,14361.6875
1714576028.6573296,start-inference-C-16,0.4829552173614502,69075,16,38,16,Llama-2-7b-chat-hf,1,What are some effective strategies for managing st,54,1,argonne-swing,12,40960.0,14317.6875
1714576029.1528869,start-inference-C-32,0.954636812210083,175332,32,38,32,Llama-2-7b-chat-hf,1,What are some effective strategies for managing st,70,1,argonne-swing,12,40960.0,14319.6875
1714576030.1175478,start-inference-C-64,1.9188783168792725,361221,64,38,64,Llama-2-7b-chat-hf,1,What are some effective strategies for managing st,102,1,argonne-swing,12,40960.0,14355.6875
1714576032.0448105,start-inference-C-128,3.8311805725097656,818239,128,38,128,Llama-2-7b-chat-hf,1,What are some effective strategies for managing st,166,1,argonne-swing,12,40960.0,14361.6875
1714576035.8861423,start-inference-C-256,8.12199091911316,2102226,256,38,256,Llama-2-7b-chat-hf,1,What are some effective strategies for managing st,294,1,argonne-swing,12,40960.0,14487.6875
1714576044.0175266,start-inference-C-512,19.619066953659058,6186050,512,38,512,Llama-2-7b-chat-hf,1,What are some effective strategies for managing st,550,1,argonne-swing,12,40960.0,14487.6875
1714576063.645296,start-inference-C-1024,58.02240252494812,20599894,1024,38,1024,Llama-2-7b-chat-hf,1,What are some effective strategies for managing st,1042,1,argonne-swing,12,40960.0,14583.6875
1714576121.6783764,start-inference-C-2048,198.78462934494019,76098201,2048,38,2048,Llama-2-7b-chat-hf,1,What are some effective strategies for managing st,2035,1,argonne-swing,12,40960.0,37783.6875
1714576320.5056927,start-inference-D-8,0.25418996810913086,40604,8,78,8,Llama-2-7b-chat-hf,1,Imagine you are an expert travel guide for Japan.,86,1,argonne-swing,12,40960.0,14383.6875
1714576320.7720892,start-inference-D-16,0.49489760398864746,99467,16,78,16,Llama-2-7b-chat-hf,1,Imagine you are an expert travel guide for Japan.,94,1,argonne-swing,12,40960.0,14355.6875
1714576321.274884,start-inference-D-32,0.971595287322998,206940,32,78,32,Llama-2-7b-chat-hf,1,Imagine you are an expert travel guide for Japan.,110,1,argonne-swing,12,40960.0,14357.6875
1714576322.2533348,start-inference-D-64,1.9328584671020508,416907,64,78,64,Llama-2-7b-chat-hf,1,Imagine you are an expert travel guide for Japan.,142,1,argonne-swing,12,40960.0,14359.6875
1714576324.196149,start-inference-D-128,3.828239917755127,961110,128,78,128,Llama-2-7b-chat-hf,1,Imagine you are an expert travel guide for Japan.,206,1,argonne-swing,12,40960.0,14359.6875
1714576328.031885,start-inference-D-256,8.464138984680176,2421559,256,78,256,Llama-2-7b-chat-hf,1,Imagine you are an expert travel guide for Japan.,334,1,argonne-swing,12,40960.0,14487.6875
1714576336.5044804,start-inference-D-512,20.566179037094116,6822337,512,78,512,Llama-2-7b-chat-hf,1,Imagine you are an expert travel guide for Japan.,590,1,argonne-swing,12,40960.0,14487.6875
1714576357.0803175,start-inference-D-1024,62.79627776145935,22548479,1024,78,1024,Llama-2-7b-chat-hf,1,Imagine you are an expert travel guide for Japan.,1102,1,argonne-swing,12,40960.0,15647.6875
1714576419.890668,start-inference-D-2048,214.91620516777039,82632525,2048,78,2048,Llama-2-7b-chat-hf,1,Imagine you are an expert travel guide for Japan.,2126,1,argonne-swing,12,40960.0,40349.6875
1714576634.8504012,start-inference-E-8,0.2500758171081543,53735,8,154,8,Llama-2-7b-chat-hf,1,"As an AI language model, you possess the capabilit",162,1,argonne-swing,12,40960.0,14391.6875
1714576635.1136267,start-inference-E-16,0.4861915111541748,138835,16,154,16,Llama-2-7b-chat-hf,1,"As an AI language model, you possess the capabilit",170,1,argonne-swing,12,40960.0,14349.6875
