timestamp;tag;duration;nvidia_gpu_0;nvidia_gpu_1;nvidia_gpu_2;nvidia_gpu_3
1706231935.9550264;tokenizer;0.28858160972595215;10741;15938;16050;16265
1706231936.243608;model load;97.45720100402832;5680788;5605138;5613227;5735061
1706232033.700809;pipeline load;0.008756875991821289;0;0;0;0
1706232033.7095659;inference-0;95.74189877510071;6573016;6462166;6451811;6472505
1706232129.4514647;inference-1;89.80138993263245;6227694;6128764;6120496;6135265
1706232219.2528546;inference-2;89.42427825927734;6212871;6099048;6095192;6105834
1706232308.6771328;inference-3;89.59400701522827;6214448;6113248;6109984;6124911
1706232398.2711399;inference-4;89.74468064308167;6229271;6123716;6109193;6132518
1706232488.0158205;inference-5;89.37679886817932;6215004;6096453;6100763;6104488
1706232577.3926194;inference-6;89.52403926849365;6215938;6110252;6097042;6116863
1706232666.9166586;inference-7;89.73053550720215;6226183;6122604;6113927;6127823
1706232756.6471941;inference-8;89.37918066978455;6214989;6100982;6098796;6107263
1706232846.0263748;inference-9;89.39941310882568;6207315;6099079;6089805;6109729
1706232949.6236377;tokenizer;3.3283019065856934;176529;179807;175606;177713
1706232952.9519396;model load;98.20438313484192;5693879;5634620;5635809;5746646
1706233051.1563227;pipeline load;0.010753870010375977;5846;0;0;5930
1706233051.1670766;inference-0;93.39011597633362;6427491;6321518;6315487;6323089
1706233144.5571926;inference-1;89.9258930683136;6238652;6122406;6123877;6133836
1706233234.4830856;inference-2;89.5524570941925;6216079;6109270;6104353;6115237
1706233324.0355427;inference-3;89.78429365158081;6229397;6128319;6122005;6126859
1706233413.8198364;inference-4;89.88634085655212;6233631;6125359;6118480;6135965
1706233503.7061772;inference-5;90.05511617660522;6246190;6137861;6131492;6147159
1706233593.7612934;inference-6;71.37201356887817;4933520;4857438;4849087;4866051
1706233665.133307;inference-7;89.6754949092865;6228101;6118934;6108158;6121117
1706233754.808802;inference-8;89.6743597984314;6221811;6117415;6109938;6124904
1706233844.4831617;inference-9;89.94245028495789;6239576;6132794;6124280;6148991
1706233948.6918013;tokenizer;0.3518412113189697;16042;15878;15948;21555
1706233949.0436425;model load;93.33528542518616;5415746;5360064;5357583;5460084
1706234042.378928;pipeline load;0.009357929229736328;0;0;0;5955
1706234042.3882859;inference-0;92.95911765098572;6406251;6297444;6288010;6291255
1706234135.3474035;inference-1;89.60321474075317;6211822;6107859;6103651;6117015
1706234224.9506183;inference-2;89.46730184555054;6218806;6107014;6096662;6109916
1706234314.41792;inference-3;89.69928073883057;6223242;6117941;6108995;6121002
1706234404.1172009;inference-4;89.45975732803345;6212942;6105051;6099792;6113064
1706234493.5769582;inference-5;89.52320718765259;6216853;6109665;6104399;6116305
1706234583.1001654;inference-6;50.26636219024658;3465344;3417027;3412154;3424010
1706234633.3665276;inference-7;89.59303951263428;6226475;6110086;6102355;6125125
1706234722.959567;inference-8;89.15311121940613;6195263;6087839;6079242;6093092
1706234812.1126783;inference-9;89.35511541366577;6208179;6100919;6090601;6107952
