1712245983.70611,tokenizer,0.31601405143737793,15524,15055,32,0,0,falcon-40b,2,startup,0,32,argonne-swing-gpu-large,18,40960.0,39661.6875,40960.0,39941.6875
1712245984.022124,model load,345.1565659046173,19325096,19145577,32,0,0,falcon-40b,2,startup,0,32,argonne-swing-gpu-large,18,40960.0,39661.6875,40960.0,39941.6875
1712246329.1950536,start-inference-A-0,14.737895727157593,1152302,991653,32,8,0,falcon-40b,2,What is the largest city in France?,40,32,argonne-swing-gpu-large,144,40960.0,39777.6875,40960.0,40053.6875
1712246343.9775946,start-inference-A-1,7.29738187789917,749151,584489,32,8,1,falcon-40b,2,What is the largest city in France?,40,32,argonne-swing-gpu-large,16,40960.0,39777.6875,40960.0,40053.6875
1712246351.287537,start-inference-A-2,7.26468563079834,762015,580404,32,8,2,falcon-40b,2,What is the largest city in France?,40,32,argonne-swing-gpu-large,16,40960.0,39777.6875,40960.0,40053.6875
1712246358.5633686,start-inference-A-3,7.252874374389648,763731,588169,32,8,3,falcon-40b,2,What is the largest city in France?,40,32,argonne-swing-gpu-large,16,40960.0,39777.6875,40960.0,40053.6875
1712246365.8289592,start-inference-A-4,7.278304576873779,761284,582442,32,8,4,falcon-40b,2,What is the largest city in France?,40,32,argonne-swing-gpu-large,16,40960.0,39777.6875,40960.0,40053.6875
1712246373.1225893,start-inference-A-5,7.390282869338989,776437,592339,32,8,5,falcon-40b,2,What is the largest city in France?,40,32,argonne-swing-gpu-large,17,40960.0,39777.6875,40960.0,40053.6875
1712246380.5238247,start-inference-A-6,7.281858205795288,767234,580445,32,8,6,falcon-40b,2,What is the largest city in France?,40,32,argonne-swing-gpu-large,17,40960.0,39777.6875,40960.0,40053.6875
1712246387.81949,start-inference-B-0,7.425322771072388,788323,599298,32,16,0,falcon-40b,2,Can you explain the difference between a simile an,48,32,argonne-swing-gpu-large,17,40960.0,39797.6875,40960.0,40053.6875
1712246395.2564821,start-inference-B-1,7.503177165985107,794648,606702,32,16,1,falcon-40b,2,Can you explain the difference between a simile an,48,32,argonne-swing-gpu-large,17,40960.0,39797.6875,40960.0,40053.6875
1712246402.782622,start-inference-B-2,8.142696380615234,839915,638587,32,16,2,falcon-40b,2,Can you explain the difference between a simile an,48,32,argonne-swing-gpu-large,18,40960.0,39797.6875,40960.0,40053.6875
1712246410.936131,start-inference-B-3,7.7076826095581055,811896,618287,32,16,3,falcon-40b,2,Can you explain the difference between a simile an,48,32,argonne-swing-gpu-large,148,40960.0,39797.6875,40960.0,40053.6875
1712246418.6552517,start-inference-B-4,7.47423791885376,790795,598604,32,16,4,falcon-40b,2,Can you explain the difference between a simile an,48,32,argonne-swing-gpu-large,148,40960.0,39797.6875,40960.0,40053.6875
1712246426.1412194,start-inference-B-5,7.485724210739136,798726,606514,32,16,5,falcon-40b,2,Can you explain the difference between a simile an,48,32,argonne-swing-gpu-large,148,40960.0,39797.6875,40960.0,40053.6875
1712246433.6384535,start-inference-B-6,7.643784046173096,804832,611881,32,16,6,falcon-40b,2,Can you explain the difference between a simile an,48,32,argonne-swing-gpu-large,29,40960.0,39797.6875,40960.0,40053.6875
1712246441.2933362,start-inference-C-0,7.806469202041626,841884,630577,32,32,0,falcon-40b,2,What are some effective strategies for managing st,64,32,argonne-swing-gpu-large,29,40960.0,39799.6875,40960.0,40053.6875
1712246449.1137161,start-inference-C-1,7.802145481109619,838131,631350,32,32,1,falcon-40b,2,What are some effective strategies for managing st,64,32,argonne-swing-gpu-large,29,40960.0,39799.6875,40960.0,40053.6875
1712246456.9306145,start-inference-C-2,7.7863123416900635,840992,638622,32,32,2,falcon-40b,2,What are some effective strategies for managing st,64,32,argonne-swing-gpu-large,29,40960.0,39799.6875,40960.0,40053.6875
1712246464.7296278,start-inference-C-3,7.987010955810547,851455,640978,32,32,3,falcon-40b,2,What are some effective strategies for managing st,64,32,argonne-swing-gpu-large,30,40960.0,39799.6875,40960.0,40053.6875
1712246472.7342594,start-inference-C-4,7.7737603187561035,845998,637816,32,32,4,falcon-40b,2,What are some effective strategies for managing st,64,32,argonne-swing-gpu-large,30,40960.0,39799.6875,40960.0,40053.6875
1712246480.5194552,start-inference-C-5,7.8333282470703125,845885,635957,32,32,5,falcon-40b,2,What are some effective strategies for managing st,64,32,argonne-swing-gpu-large,30,40960.0,39799.6875,40960.0,40053.6875
1712246488.3651886,start-inference-C-6,7.861283540725708,846437,637957,32,32,6,falcon-40b,2,What are some effective strategies for managing st,64,32,argonne-swing-gpu-large,31,40960.0,39799.6875,40960.0,40053.6875
1712246496.2402027,start-inference-D-0,7.818626403808594,906432,681367,32,61,0,falcon-40b,2,Imagine you are an expert travel guide for Japan.,93,32,argonne-swing-gpu-large,31,40960.0,39801.6875,40960.0,40053.6875
1712246504.0723798,start-inference-D-1,7.701138019561768,895890,669913,32,61,1,falcon-40b,2,Imagine you are an expert travel guide for Japan.,93,32,argonne-swing-gpu-large,31,40960.0,39801.6875,40960.0,40053.6875
