1710810112.0620816,tokenizer,0.33437514305114746,19521,18650,17396,17047,128,0,0,Mistral-7B-v0.1,4,startup,0,32,argonne-swing,40960.0,4375.6875,40960.0,5005.6875,40960.0,5005.6875,40960.0,4375.6875
1710810112.3964567,model load,28.40306806564331,2011126,1935350,1814200,1777125,128,0,0,Mistral-7B-v0.1,4,startup,0,32,argonne-swing,40960.0,4375.6875,40960.0,5005.6875,40960.0,5005.6875,40960.0,4375.6875
1710810140.7995248,pipeline load,0.01891946792602539,0,0,6513,0,128,0,0,Mistral-7B-v0.1,4,startup,0,32,argonne-swing,40960.0,4375.6875,40960.0,5005.6875,40960.0,5005.6875,40960.0,4375.6875
1710810140.8556287,start-inference-A-0,8.984212875366211,692183,677774,634179,637863,128,8,0,Mistral-7B-v0.1,4,What is the capital of France?,136,32,argonne-swing,40960.0,4499.6875,40960.0,5129.6875,40960.0,5129.6875,40960.0,4495.6875
1710810149.8577278,start-inference-3-1,4.2218523025512695,359418,352358,333854,338934,128,8,1,Mistral-7B-v0.1,4,What is the capital of France?,136,32,argonne-swing,40960.0,4499.6875,40960.0,5129.6875,40960.0,5129.6875,40960.0,4495.6875
1710810154.0983605,start-inference-3-2,4.230668783187866,359281,351110,332542,339533,128,8,2,Mistral-7B-v0.1,4,What is the capital of France?,136,32,argonne-swing,40960.0,4499.6875,40960.0,5129.6875,40960.0,5129.6875,40960.0,4495.6875
1710810158.347909,start-inference-3-3,4.22072958946228,358830,353214,334978,340523,128,8,3,Mistral-7B-v0.1,4,What is the capital of France?,136,32,argonne-swing,40960.0,4499.6875,40960.0,5129.6875,40960.0,5129.6875,40960.0,4495.6875
1710810162.5894809,start-inference-3-4,4.222732067108154,359421,352247,333292,339201,128,8,4,Mistral-7B-v0.1,4,What is the capital of France?,136,32,argonne-swing,40960.0,4499.6875,40960.0,5129.6875,40960.0,5129.6875,40960.0,4495.6875
1710810166.836191,start-inference-B-0,4.257277250289917,367023,353167,342486,340113,128,22,0,Mistral-7B-v0.1,4,Can you explain the difference between a simile and a metaphor? Provide an example of each.,150,32,argonne-swing,40960.0,4499.6875,40960.0,5129.6875,40960.0,5129.6875,40960.0,4497.6875
1710810171.1133907,start-inference-3-1,4.412420272827148,374354,366954,346948,352675,128,22,1,Mistral-7B-v0.1,4,Can you explain the difference between a simile and a metaphor? Provide an example of each.,150,32,argonne-swing,40960.0,4499.6875,40960.0,5129.6875,40960.0,5129.6875,40960.0,4497.6875
