1711725415.3902545,tokenizer,0.46985554695129395,17300737,19475719,11509000,32,0,0,falcon-7b,1,startup,0,32,palmetto-v100,21,16384.0,15060.0625
1711725415.86011,model load,27.09138536453247,1014684414,1273799290,932979000,32,0,0,falcon-7b,1,startup,0,32,palmetto-v100,21,16384.0,15060.0625
1711725442.9705384,start-inference-A-0,7.666747808456421,283213692,347441859,729251000,32,8,0,falcon-7b,1,What is the largest city in France?,40,32,palmetto-v100,33,16384.0,15222.0625
1711725450.6552074,start-inference-A-1,6.311681509017944,233100233,285050967,685543000,32,8,1,falcon-7b,1,What is the largest city in France?,40,32,palmetto-v100,33,16384.0,15222.0625
1711725456.9760227,start-inference-A-2,6.3127992153167725,235825385,286166626,689545000,32,8,2,falcon-7b,1,What is the largest city in France?,40,32,palmetto-v100,33,16384.0,15222.0625
1711725463.29973,start-inference-A-3,6.308841943740845,233590711,285157595,688591000,32,8,3,falcon-7b,1,What is the largest city in France?,40,32,palmetto-v100,33,16384.0,15222.0625
1711725469.616077,start-inference-A-4,6.31043004989624,233142897,284959842,691874000,32,8,4,falcon-7b,1,What is the largest city in France?,40,32,palmetto-v100,33,16384.0,15222.0625
1711725475.9355638,start-inference-A-5,6.310232400894165,233599500,285192934,693518000,32,8,5,falcon-7b,1,What is the largest city in France?,40,32,palmetto-v100,33,16384.0,15222.25
1711725482.2531595,start-inference-A-6,6.301867961883545,232871780,284703067,694174000,32,8,6,falcon-7b,1,What is the largest city in France?,40,32,palmetto-v100,33,16384.0,15222.25
1711725488.565487,start-inference-B-0,6.44252610206604,238387391,291674058,730845000,32,16,0,falcon-7b,1,Can you explain the difference between a simile an,48,32,palmetto-v100,33,16384.0,15222.25
1711725495.016533,start-inference-B-1,6.445905447006226,239953487,293733440,731646000,32,16,1,falcon-7b,1,Can you explain the difference between a simile an,48,32,palmetto-v100,33,16384.0,15222.25
1711725501.4708903,start-inference-B-2,6.446681976318359,238356140,291217516,731788000,32,16,2,falcon-7b,1,Can you explain the difference between a simile an,48,32,palmetto-v100,33,16384.0,15222.25
