1712759943.9832997,tokenizer,0.21202349662780762,10487,10387,10533,10448,32,0,0,Llama-2-70b-chat-hf,4,startup,0,32,argonne-swing,117,40960.0,34185.6875,40960.0,35317.6875,40960.0,35317.6875,40960.0,30921.6875
1712759944.1953232,model load,256.58412647247314,14845119,14611106,14882851,14782671,32,0,0,Llama-2-70b-chat-hf,4,startup,0,32,argonne-swing,255,40960.0,34185.6875,40960.0,35317.6875,40960.0,35317.6875,40960.0,30921.6875
1712760200.8540168,start-inference-8-0,5.902270555496216,391928,383944,380446,382243,8,38,0,Llama-2-70b-chat-hf,4,What are some effective strategies for managing st,46,32,argonne-swing,255,40960.0,34373.6875,40960.0,35469.6875,40960.0,35469.6875,40960.0,31071.6875
1712760206.9136744,start-inference-8-1,1.6713533401489258,147082,137836,132644,138831,8,38,1,Llama-2-70b-chat-hf,4,What are some effective strategies for managing st,46,32,argonne-swing,123,40960.0,34371.6875,40960.0,35467.6875,40960.0,35469.6875,40960.0,31071.6875
1712760208.6072495,start-inference-8-2,1.6839182376861572,146427,136804,134297,141260,8,38,2,Llama-2-70b-chat-hf,4,What are some effective strategies for managing st,46,32,argonne-swing,114,40960.0,34371.6875,40960.0,35469.6875,40960.0,35469.6875,40960.0,31073.6875
1712760210.313671,start-inference-8-3,1.7826645374298096,152908,150467,140096,146019,8,38,3,Llama-2-70b-chat-hf,4,What are some effective strategies for managing st,46,32,argonne-swing,115,40960.0,34371.6875,40960.0,35469.6875,40960.0,35467.6875,40960.0,31073.6875
1712760212.1216934,start-inference-8-4,1.733743667602539,153334,150022,145593,134394,8,38,4,Llama-2-70b-chat-hf,4,What are some effective strategies for managing st,46,32,argonne-swing,122,40960.0,34371.6875,40960.0,35469.6875,40960.0,35469.6875,40960.0,31071.6875
1712760213.8794482,start-inference-8-5,1.7651851177215576,162075,143288,152455,144046,8,38,5,Llama-2-70b-chat-hf,4,What are some effective strategies for managing st,46,32,argonne-swing,239,40960.0,34371.6875,40960.0,35469.6875,40960.0,35469.6875,40960.0,31071.6875
1712760215.668453,start-inference-8-6,1.7087373733520508,156361,142903,145757,138707,8,38,6,Llama-2-70b-chat-hf,4,What are some effective strategies for managing st,46,32,argonne-swing,250,40960.0,34371.6875,40960.0,35469.6875,40960.0,35469.6875,40960.0,31071.6875
1712760217.4057372,start-inference-16-0,3.384556770324707,311372,289495,293223,279388,16,38,0,Llama-2-70b-chat-hf,4,What are some effective strategies for managing st,54,32,argonne-swing,249,40960.0,34371.6875,40960.0,35471.6875,40960.0,35469.6875,40960.0,31073.6875
