timestamp, power.draw [W], utilization.gpu [%], utilization.memory [%]
2024/04/22 09:35:42.153, 49.93 W, 0 %, 0 %
2024/04/22 09:35:42.159, 51.79 W, 0 %, 0 %
2024/04/22 09:35:42.166, 54.85 W, 0 %, 0 %
2024/04/22 09:35:42.272, 49.88 W, 0 %, 0 %
2024/04/22 09:35:42.277, 51.79 W, 0 %, 0 %
2024/04/22 09:35:42.282, 55.12 W, 0 %, 0 %
2024/04/22 09:35:42.389, 49.93 W, 0 %, 0 %
2024/04/22 09:35:42.393, 51.79 W, 0 %, 0 %
2024/04/22 09:35:42.398, 55.12 W, 0 %, 0 %
2024/04/22 09:35:42.503, 49.93 W, 0 %, 0 %
2024/04/22 09:35:42.508, 51.79 W, 0 %, 0 %
2024/04/22 09:35:42.513, 54.85 W, 0 %, 0 %
2024/04/22 09:35:42.618, 49.88 W, 0 %, 0 %
2024/04/22 09:35:42.625, 51.79 W, 0 %, 0 %
2024/04/22 09:35:42.629, 54.85 W, 0 %, 0 %
2024/04/22 09:35:42.735, 49.93 W, 0 %, 0 %
2024/04/22 09:35:42.740, 51.79 W, 0 %, 0 %
2024/04/22 09:35:42.744, 55.12 W, 0 %, 0 %
2024/04/22 09:35:42.849, 49.88 W, 0 %, 0 %
2024/04/22 09:35:42.854, 51.79 W, 0 %, 0 %
2024/04/22 09:35:42.859, 54.85 W, 0 %, 0 %
2024/04/22 09:35:42.963, 49.93 W, 0 %, 0 %
2024/04/22 09:35:42.970, 51.79 W, 0 %, 0 %
2024/04/22 09:35:42.977, 54.85 W, 0 %, 0 %
2024/04/22 09:35:43.082, 49.93 W, 0 %, 0 %
2024/04/22 09:35:43.087, 51.46 W, 0 %, 0 %
2024/04/22 09:35:43.091, 54.85 W, 0 %, 0 %
2024/04/22 09:35:43.197, 49.88 W, 0 %, 0 %
2024/04/22 09:35:43.202, 51.79 W, 0 %, 0 %
2024/04/22 09:35:43.207, 54.85 W, 0 %, 0 %
2024/04/22 09:35:43.314, 49.93 W, 0 %, 0 %
2024/04/22 09:35:43.318, 51.79 W, 0 %, 0 %
2024/04/22 09:35:43.323, 54.85 W, 0 %, 0 %
2024/04/22 09:35:43.428, 49.93 W, 0 %, 0 %
2024/04/22 09:35:43.433, 52.06 W, 0 %, 0 %
2024/04/22 09:35:43.438, 54.85 W, 0 %, 0 %
2024/04/22 09:35:43.542, 49.88 W, 0 %, 0 %
2024/04/22 09:35:43.547, 51.79 W, 0 %, 0 %
2024/04/22 09:35:43.553, 54.85 W, 0 %, 0 %
2024/04/22 09:35:43.657, 49.88 W, 0 %, 0 %
2024/04/22 09:35:43.664, 51.79 W, 0 %, 0 %
2024/04/22 09:35:43.669, 55.12 W, 0 %, 0 %
2024/04/22 09:35:43.774, 49.88 W, 0 %, 0 %
2024/04/22 09:35:43.779, 51.79 W, 0 %, 0 %
2024/04/22 09:35:43.783, 54.85 W, 0 %, 0 %
2024/04/22 09:35:43.888, 49.88 W, 0 %, 0 %
2024/04/22 09:35:43.893, 51.79 W, 0 %, 0 %
2024/04/22 09:35:43.897, 55.12 W, 0 %, 0 %
2024/04/22 09:35:44.002, 49.93 W, 0 %, 0 %
2024/04/22 09:35:44.007, 51.79 W, 0 %, 0 %
2024/04/22 09:35:44.015, 54.85 W, 0 %, 0 %
2024/04/22 09:35:44.122, 49.88 W, 0 %, 0 %
2024/04/22 09:35:44.127, 52.06 W, 0 %, 0 %
2024/04/22 09:35:44.132, 54.85 W, 0 %, 0 %
2024/04/22 09:35:44.237, 49.88 W, 0 %, 0 %
2024/04/22 09:35:44.242, 51.79 W, 0 %, 0 %
2024/04/22 09:35:44.246, 54.85 W, 0 %, 0 %
2024/04/22 09:35:44.353, 49.88 W, 0 %, 0 %
2024/04/22 09:35:44.359, 52.06 W, 0 %, 0 %
2024/04/22 09:35:44.363, 54.85 W, 0 %, 0 %
2024/04/22 09:35:44.468, 49.93 W, 0 %, 0 %
2024/04/22 09:35:44.472, 51.79 W, 0 %, 0 %
2024/04/22 09:35:44.478, 55.12 W, 0 %, 0 %
2024/04/22 09:35:44.585, 49.93 W, 0 %, 0 %
2024/04/22 09:35:44.592, 51.79 W, 0 %, 0 %
2024/04/22 09:35:44.597, 55.12 W, 0 %, 0 %
2024/04/22 09:35:44.702, 49.88 W, 0 %, 0 %
2024/04/22 09:35:44.706, 51.46 W, 0 %, 0 %
2024/04/22 09:35:44.711, 55.12 W, 0 %, 0 %
2024/04/22 09:35:44.816, 49.65 W, 0 %, 0 %
2024/04/22 09:35:44.821, 51.79 W, 0 %, 0 %
2024/04/22 09:35:44.826, 55.12 W, 0 %, 0 %
2024/04/22 09:35:44.931, 49.88 W, 0 %, 0 %
2024/04/22 09:35:44.936, 51.79 W, 0 %, 0 %
2024/04/22 09:35:44.944, 54.85 W, 0 %, 0 %
2024/04/22 09:35:45.049, 49.93 W, 0 %, 0 %
2024/04/22 09:35:45.054, 51.79 W, 0 %, 0 %
2024/04/22 09:35:45.058, 55.12 W, 0 %, 0 %
2024/04/22 09:35:45.163, 49.88 W, 0 %, 0 %
2024/04/22 09:35:45.168, 51.79 W, 0 %, 0 %
2024/04/22 09:35:45.172, 54.85 W, 0 %, 0 %
2024/04/22 09:35:45.277, 49.93 W, 0 %, 0 %
2024/04/22 09:35:45.283, 51.79 W, 0 %, 0 %
2024/04/22 09:35:45.288, 55.12 W, 0 %, 0 %
2024/04/22 09:35:45.396, 49.88 W, 0 %, 0 %
2024/04/22 09:35:45.401, 51.79 W, 0 %, 0 %
2024/04/22 09:35:45.406, 54.85 W, 0 %, 0 %
2024/04/22 09:35:45.512, 49.93 W, 0 %, 0 %
2024/04/22 09:35:45.517, 51.79 W, 0 %, 0 %
2024/04/22 09:35:45.522, 54.85 W, 0 %, 0 %
2024/04/22 09:35:45.627, 49.88 W, 0 %, 0 %
2024/04/22 09:35:45.634, 51.79 W, 0 %, 0 %
2024/04/22 09:35:45.639, 55.12 W, 0 %, 0 %
2024/04/22 09:35:45.744, 49.93 W, 0 %, 0 %
2024/04/22 09:35:45.749, 51.79 W, 0 %, 0 %
2024/04/22 09:35:45.753, 54.85 W, 0 %, 0 %
2024/04/22 09:35:45.858, 49.88 W, 0 %, 0 %
2024/04/22 09:35:45.863, 51.79 W, 0 %, 0 %
2024/04/22 09:35:45.868, 55.12 W, 0 %, 0 %
2024/04/22 09:35:45.973, 49.88 W, 0 %, 0 %
2024/04/22 09:35:45.978, 51.79 W, 0 %, 0 %
2024/04/22 09:35:45.985, 54.85 W, 0 %, 0 %
2024/04/22 09:35:46.094, 49.88 W, 0 %, 0 %
2024/04/22 09:35:46.098, 51.46 W, 0 %, 0 %
2024/04/22 09:35:46.103, 54.79 W, 0 %, 0 %
2024/04/22 09:35:46.208, 49.65 W, 0 %, 0 %
2024/04/22 09:35:46.212, 51.46 W, 0 %, 0 %
2024/04/22 09:35:46.217, 55.12 W, 0 %, 0 %
2024/04/22 09:35:46.324, 49.88 W, 0 %, 0 %
2024/04/22 09:35:46.330, 51.79 W, 0 %, 0 %
2024/04/22 09:35:46.334, 54.85 W, 0 %, 0 %
2024/04/22 09:35:46.439, 49.93 W, 0 %, 0 %
2024/04/22 09:35:46.444, 51.46 W, 0 %, 0 %
2024/04/22 09:35:46.448, 54.79 W, 0 %, 0 %
2024/04/22 09:35:46.553, 49.93 W, 0 %, 0 %
2024/04/22 09:35:46.559, 51.79 W, 0 %, 0 %
2024/04/22 09:35:46.564, 54.85 W, 0 %, 0 %
2024/04/22 09:35:46.669, 49.88 W, 0 %, 0 %
2024/04/22 09:35:46.676, 51.46 W, 0 %, 0 %
2024/04/22 09:35:46.681, 54.85 W, 0 %, 0 %
2024/04/22 09:35:46.785, 49.88 W, 0 %, 0 %
2024/04/22 09:35:46.791, 51.79 W, 0 %, 0 %
2024/04/22 09:35:46.796, 54.85 W, 0 %, 0 %
2024/04/22 09:35:46.901, 49.88 W, 0 %, 0 %
2024/04/22 09:35:46.906, 51.79 W, 0 %, 0 %
2024/04/22 09:35:46.914, 55.12 W, 0 %, 0 %
2024/04/22 09:35:47.019, 49.93 W, 0 %, 0 %
2024/04/22 09:35:47.025, 51.79 W, 0 %, 0 %
2024/04/22 09:35:47.030, 54.85 W, 0 %, 0 %
2024/04/22 09:35:47.134, 49.88 W, 0 %, 0 %
2024/04/22 09:35:47.139, 51.79 W, 0 %, 0 %
2024/04/22 09:35:47.144, 54.85 W, 0 %, 0 %
2024/04/22 09:35:47.249, 49.88 W, 0 %, 0 %
2024/04/22 09:35:47.255, 51.79 W, 0 %, 0 %
2024/04/22 09:35:47.259, 54.85 W, 0 %, 0 %
2024/04/22 09:35:47.366, 49.93 W, 0 %, 0 %
2024/04/22 09:35:47.371, 52.06 W, 0 %, 0 %
2024/04/22 09:35:47.377, 54.85 W, 0 %, 0 %
2024/04/22 09:35:47.482, 49.88 W, 0 %, 0 %
2024/04/22 09:35:47.487, 51.79 W, 0 %, 0 %
2024/04/22 09:35:47.491, 55.12 W, 0 %, 0 %
2024/04/22 09:35:47.596, 49.93 W, 0 %, 0 %
2024/04/22 09:35:47.604, 51.79 W, 0 %, 0 %
2024/04/22 09:35:47.609, 54.85 W, 0 %, 0 %
2024/04/22 09:35:47.715, 49.88 W, 0 %, 0 %
2024/04/22 09:35:47.720, 51.79 W, 0 %, 0 %
2024/04/22 09:35:47.724, 55.12 W, 0 %, 0 %
2024/04/22 09:35:47.829, 49.93 W, 0 %, 0 %
2024/04/22 09:35:47.834, 52.06 W, 0 %, 0 %
2024/04/22 09:35:47.841, 55.12 W, 0 %, 0 %
2024/04/22 09:35:47.946, 49.88 W, 0 %, 0 %
2024/04/22 09:35:47.951, 51.79 W, 0 %, 0 %
2024/04/22 09:35:47.958, 54.85 W, 0 %, 0 %
2024/04/22 09:35:48.062, 49.88 W, 0 %, 0 %
2024/04/22 09:35:48.067, 52.06 W, 0 %, 0 %
2024/04/22 09:35:48.073, 54.85 W, 0 %, 0 %
2024/04/22 09:35:48.178, 49.88 W, 0 %, 0 %
2024/04/22 09:35:48.182, 51.79 W, 0 %, 0 %
2024/04/22 09:35:48.187, 54.85 W, 0 %, 0 %
2024/04/22 09:35:48.292, 49.60 W, 0 %, 0 %
2024/04/22 09:35:48.296, 51.46 W, 0 %, 0 %
2024/04/22 09:35:48.302, 54.85 W, 0 %, 0 %
2024/04/22 09:35:48.408, 49.93 W, 0 %, 0 %
2024/04/22 09:35:48.412, 51.46 W, 0 %, 0 %
2024/04/22 09:35:48.417, 55.12 W, 0 %, 0 %
2024/04/22 09:35:48.522, 49.88 W, 0 %, 0 %
2024/04/22 09:35:48.526, 51.79 W, 0 %, 0 %
2024/04/22 09:35:48.531, 55.12 W, 0 %, 0 %
2024/04/22 09:35:48.636, 49.88 W, 0 %, 0 %
2024/04/22 09:35:48.644, 51.79 W, 0 %, 0 %
2024/04/22 09:35:48.649, 54.85 W, 0 %, 0 %
2024/04/22 09:35:48.754, 49.88 W, 0 %, 0 %
2024/04/22 09:35:48.758, 51.79 W, 0 %, 0 %
2024/04/22 09:35:48.765, 54.85 W, 0 %, 0 %
2024/04/22 09:35:48.870, 49.93 W, 0 %, 0 %
2024/04/22 09:35:48.875, 52.06 W, 0 %, 0 %
2024/04/22 09:35:48.879, 55.12 W, 0 %, 0 %
2024/04/22 09:35:48.984, 49.88 W, 0 %, 0 %
2024/04/22 09:35:48.989, 51.79 W, 0 %, 0 %
2024/04/22 09:35:48.993, 54.85 W, 0 %, 0 %
2024/04/22 09:35:49.098, 49.88 W, 0 %, 0 %
2024/04/22 09:35:49.105, 51.46 W, 0 %, 0 %
2024/04/22 09:35:49.109, 55.12 W, 0 %, 0 %
2024/04/22 09:35:49.214, 49.88 W, 0 %, 0 %
2024/04/22 09:35:49.219, 51.79 W, 0 %, 0 %
2024/04/22 09:35:49.223, 54.85 W, 0 %, 0 %
2024/04/22 09:35:49.332, 49.93 W, 0 %, 0 %
2024/04/22 09:35:49.337, 51.79 W, 0 %, 0 %
2024/04/22 09:35:49.342, 54.85 W, 0 %, 0 %
2024/04/22 09:35:49.447, 49.88 W, 0 %, 0 %
2024/04/22 09:35:49.452, 51.79 W, 0 %, 0 %
2024/04/22 09:35:49.456, 55.12 W, 0 %, 0 %
2024/04/22 09:35:49.561, 49.88 W, 0 %, 0 %
2024/04/22 09:35:49.567, 51.46 W, 0 %, 0 %
2024/04/22 09:35:49.572, 54.85 W, 0 %, 0 %
2024/04/22 09:35:49.676, 49.88 W, 0 %, 0 %
2024/04/22 09:35:49.683, 51.79 W, 0 %, 0 %
2024/04/22 09:35:49.690, 54.79 W, 0 %, 0 %
2024/04/22 09:35:49.795, 49.93 W, 0 %, 0 %
2024/04/22 09:35:49.800, 51.46 W, 0 %, 0 %
2024/04/22 09:35:49.804, 54.85 W, 0 %, 0 %
2024/04/22 09:35:49.909, 49.93 W, 0 %, 0 %
2024/04/22 09:35:49.914, 51.79 W, 0 %, 0 %
2024/04/22 09:35:49.919, 54.85 W, 0 %, 0 %
2024/04/22 09:35:50.024, 49.93 W, 0 %, 0 %
2024/04/22 09:35:50.030, 51.79 W, 0 %, 0 %
2024/04/22 09:35:50.034, 55.12 W, 0 %, 0 %
2024/04/22 09:35:50.139, 49.88 W, 0 %, 0 %
2024/04/22 09:35:50.144, 51.79 W, 0 %, 0 %
