timestamp, power.draw [W], utilization.gpu [%], utilization.memory [%]
2024/04/10 09:01:30.437, 54.19 W, 0 %, 0 %
2024/04/10 09:01:30.444, 52.61 W, 0 %, 0 %
2024/04/10 09:01:30.450, 51.68 W, 0 %, 0 %
2024/04/10 09:01:30.558, 54.25 W, 0 %, 0 %
2024/04/10 09:01:30.563, 52.61 W, 0 %, 0 %
2024/04/10 09:01:30.570, 51.68 W, 0 %, 0 %
2024/04/10 09:01:30.675, 53.92 W, 0 %, 0 %
2024/04/10 09:01:30.681, 52.61 W, 0 %, 0 %
2024/04/10 09:01:30.685, 51.68 W, 0 %, 0 %
2024/04/10 09:01:30.790, 54.19 W, 0 %, 0 %
2024/04/10 09:01:30.795, 52.61 W, 0 %, 0 %
2024/04/10 09:01:30.800, 51.68 W, 0 %, 0 %
2024/04/10 09:01:30.904, 54.19 W, 0 %, 0 %
2024/04/10 09:01:30.909, 52.61 W, 0 %, 0 %
2024/04/10 09:01:30.914, 51.68 W, 0 %, 0 %
2024/04/10 09:01:31.018, 54.25 W, 0 %, 0 %
2024/04/10 09:01:31.024, 52.61 W, 0 %, 0 %
2024/04/10 09:01:31.033, 51.68 W, 0 %, 0 %
2024/04/10 09:01:31.138, 54.19 W, 0 %, 0 %
2024/04/10 09:01:31.144, 52.61 W, 0 %, 0 %
2024/04/10 09:01:31.148, 51.68 W, 0 %, 0 %
2024/04/10 09:01:31.253, 54.25 W, 0 %, 0 %
2024/04/10 09:01:31.258, 52.61 W, 0 %, 0 %
2024/04/10 09:01:31.262, 51.68 W, 0 %, 0 %
2024/04/10 09:01:31.369, 54.19 W, 0 %, 0 %
2024/04/10 09:01:31.374, 52.61 W, 0 %, 0 %
2024/04/10 09:01:31.379, 51.68 W, 0 %, 0 %
2024/04/10 09:01:31.484, 54.25 W, 0 %, 0 %
2024/04/10 09:01:31.488, 52.61 W, 0 %, 0 %
2024/04/10 09:01:31.495, 51.68 W, 0 %, 0 %
2024/04/10 09:01:31.600, 54.19 W, 0 %, 0 %
2024/04/10 09:01:31.608, 52.61 W, 0 %, 0 %
2024/04/10 09:01:31.615, 51.68 W, 0 %, 0 %
2024/04/10 09:01:31.720, 54.19 W, 0 %, 0 %
2024/04/10 09:01:31.726, 52.61 W, 0 %, 0 %
2024/04/10 09:01:31.731, 51.68 W, 0 %, 0 %
2024/04/10 09:01:31.836, 54.19 W, 0 %, 0 %
2024/04/10 09:01:31.841, 52.61 W, 0 %, 0 %
2024/04/10 09:01:31.846, 51.68 W, 0 %, 0 %
2024/04/10 09:01:31.951, 54.19 W, 0 %, 0 %
2024/04/10 09:01:31.955, 52.61 W, 0 %, 0 %
2024/04/10 09:01:31.960, 51.68 W, 0 %, 0 %
2024/04/10 09:01:32.066, 54.19 W, 0 %, 0 %
2024/04/10 09:01:32.071, 52.61 W, 0 %, 0 %
2024/04/10 09:01:32.078, 51.68 W, 0 %, 0 %
2024/04/10 09:01:32.183, 54.19 W, 0 %, 0 %
2024/04/10 09:01:32.189, 52.61 W, 0 %, 0 %
2024/04/10 09:01:32.194, 51.68 W, 0 %, 0 %
2024/04/10 09:01:32.299, 54.19 W, 0 %, 0 %
2024/04/10 09:01:32.303, 52.61 W, 0 %, 0 %
2024/04/10 09:01:32.309, 51.68 W, 0 %, 0 %
2024/04/10 09:01:32.414, 54.19 W, 0 %, 0 %
2024/04/10 09:01:32.418, 52.61 W, 0 %, 0 %
2024/04/10 09:01:32.423, 51.68 W, 0 %, 0 %
2024/04/10 09:01:32.528, 54.25 W, 0 %, 0 %
