timestamp, power.draw [W], utilization.gpu [%], utilization.memory [%]
2024/04/03 10:52:50.449, 30.70 W, 0 %, 0 %
2024/04/03 10:52:50.555, 30.70 W, 0 %, 0 %
2024/04/03 10:52:50.662, 30.70 W, 0 %, 0 %
2024/04/03 10:52:50.767, 30.70 W, 0 %, 0 %
2024/04/03 10:52:50.871, 30.80 W, 0 %, 0 %
2024/04/03 10:52:50.975, 30.85 W, 0 %, 0 %
2024/04/03 10:52:51.080, 30.80 W, 0 %, 0 %
2024/04/03 10:52:51.185, 30.70 W, 0 %, 0 %
2024/04/03 10:52:51.291, 30.70 W, 0 %, 0 %
2024/04/03 10:52:51.395, 30.71 W, 0 %, 0 %
2024/04/03 10:52:51.500, 30.71 W, 0 %, 0 %
2024/04/03 10:52:51.604, 30.70 W, 0 %, 0 %
2024/04/03 10:52:51.709, 30.70 W, 0 %, 0 %
2024/04/03 10:52:51.814, 30.61 W, 0 %, 0 %
2024/04/03 10:52:51.918, 30.70 W, 0 %, 0 %
2024/04/03 10:52:52.022, 30.70 W, 0 %, 0 %
2024/04/03 10:52:52.127, 30.71 W, 0 %, 0 %
2024/04/03 10:52:52.233, 30.61 W, 0 %, 0 %
2024/04/03 10:52:52.337, 30.71 W, 0 %, 0 %
2024/04/03 10:52:52.442, 30.61 W, 0 %, 0 %
2024/04/03 10:52:52.546, 30.61 W, 0 %, 0 %
2024/04/03 10:52:52.651, 30.61 W, 0 %, 0 %
2024/04/03 10:52:52.757, 30.61 W, 0 %, 0 %
2024/04/03 10:52:52.861, 30.61 W, 0 %, 0 %
2024/04/03 10:52:52.966, 30.71 W, 0 %, 0 %
2024/04/03 10:52:53.070, 30.71 W, 0 %, 0 %
2024/04/03 10:52:53.174, 30.70 W, 0 %, 0 %
2024/04/03 10:52:53.280, 30.70 W, 0 %, 0 %
2024/04/03 10:52:53.384, 30.61 W, 0 %, 0 %
2024/04/03 10:52:53.489, 30.70 W, 0 %, 0 %
2024/04/03 10:52:53.593, 30.70 W, 0 %, 0 %
2024/04/03 10:52:53.698, 30.80 W, 0 %, 0 %
2024/04/03 10:52:53.804, 30.61 W, 0 %, 0 %
2024/04/03 10:52:53.909, 30.61 W, 0 %, 0 %
2024/04/03 10:52:54.013, 30.65 W, 0 %, 0 %
2024/04/03 10:52:54.118, 30.77 W, 0 %, 0 %
2024/04/03 10:52:54.223, 30.61 W, 0 %, 0 %
2024/04/03 10:52:54.329, 30.61 W, 0 %, 0 %
2024/04/03 10:52:54.434, 30.61 W, 0 %, 0 %
2024/04/03 10:52:54.538, 30.61 W, 0 %, 0 %
2024/04/03 10:52:54.643, 30.61 W, 0 %, 0 %
2024/04/03 10:52:54.749, 30.61 W, 0 %, 0 %
2024/04/03 10:52:54.854, 30.71 W, 0 %, 0 %
2024/04/03 10:52:54.958, 30.61 W, 0 %, 0 %
2024/04/03 10:52:55.063, 30.80 W, 0 %, 0 %
2024/04/03 10:52:55.173, 31.10 W, 0 %, 0 %
2024/04/03 10:52:55.277, 30.61 W, 0 %, 0 %
2024/04/03 10:52:55.382, 30.61 W, 0 %, 0 %
2024/04/03 10:52:55.486, 30.61 W, 0 %, 0 %
2024/04/03 10:52:55.590, 30.61 W, 0 %, 0 %
2024/04/03 10:52:55.696, 30.70 W, 0 %, 0 %
2024/04/03 10:52:55.801, 30.70 W, 0 %, 0 %
2024/04/03 10:52:55.905, 30.61 W, 0 %, 0 %
2024/04/03 10:52:56.010, 30.71 W, 0 %, 0 %
2024/04/03 10:52:56.121, 33.75 W, 0 %, 0 %
2024/04/03 10:52:56.229, 35.23 W, 0 %, 0 %
2024/04/03 10:52:56.333, 34.34 W, 0 %, 0 %
2024/04/03 10:52:56.437, 34.34 W, 22 %, 0 %
2024/04/03 10:52:56.543, 34.44 W, 22 %, 0 %
2024/04/03 10:52:56.649, 34.14 W, 6 %, 0 %
2024/04/03 10:52:56.753, 34.24 W, 7 %, 0 %
2024/04/03 10:52:56.857, 34.34 W, 7 %, 0 %
2024/04/03 10:52:56.961, 34.34 W, 6 %, 0 %
2024/04/03 10:52:57.067, 34.24 W, 6 %, 0 %
2024/04/03 10:52:57.171, 34.34 W, 5 %, 0 %
2024/04/03 10:52:57.275, 34.44 W, 5 %, 0 %
2024/04/03 10:52:57.379, 34.24 W, 4 %, 0 %
2024/04/03 10:52:57.482, 34.14 W, 4 %, 0 %
2024/04/03 10:52:57.589, 34.24 W, 0 %, 0 %
2024/04/03 10:52:57.693, 34.14 W, 0 %, 0 %
2024/04/03 10:52:57.797, 34.14 W, 0 %, 0 %
2024/04/03 10:52:57.901, 34.24 W, 0 %, 0 %
2024/04/03 10:52:58.004, 34.24 W, 0 %, 0 %
2024/04/03 10:52:58.108, 32.57 W, 0 %, 0 %
2024/04/03 10:52:58.214, 32.47 W, 0 %, 0 %
2024/04/03 10:52:58.318, 32.57 W, 0 %, 0 %
2024/04/03 10:52:58.423, 32.67 W, 0 %, 0 %
2024/04/03 10:52:58.527, 32.67 W, 0 %, 0 %
2024/04/03 10:52:58.631, 32.67 W, 0 %, 0 %
2024/04/03 10:52:58.737, 32.57 W, 0 %, 0 %
2024/04/03 10:52:58.842, 32.47 W, 0 %, 0 %
2024/04/03 10:52:58.946, 32.37 W, 0 %, 0 %
2024/04/03 10:52:59.050, 32.56 W, 0 %, 0 %
2024/04/03 10:52:59.154, 32.57 W, 0 %, 0 %
2024/04/03 10:52:59.261, 32.37 W, 0 %, 0 %
2024/04/03 10:52:59.365, 32.57 W, 0 %, 0 %
2024/04/03 10:52:59.470, 32.47 W, 0 %, 0 %
2024/04/03 10:52:59.574, 32.46 W, 0 %, 0 %
2024/04/03 10:52:59.678, 32.44 W, 0 %, 0 %
2024/04/03 10:52:59.785, 32.46 W, 11 %, 0 %
2024/04/03 10:52:59.889, 32.55 W, 11 %, 0 %
2024/04/03 10:52:59.993, 32.44 W, 11 %, 0 %
2024/04/03 10:53:00.098, 32.64 W, 11 %, 0 %
2024/04/03 10:53:00.202, 32.53 W, 10 %, 0 %
2024/04/03 10:53:00.308, 32.94 W, 10 %, 0 %
2024/04/03 10:53:00.413, 32.63 W, 10 %, 0 %
2024/04/03 10:53:00.517, 32.53 W, 10 %, 0 %
2024/04/03 10:53:00.622, 32.65 W, 8 %, 0 %
2024/04/03 10:53:00.726, 32.54 W, 8 %, 0 %
2024/04/03 10:53:00.833, 32.83 W, 11 %, 0 %
2024/04/03 10:53:00.937, 32.64 W, 11 %, 0 %
2024/04/03 10:53:01.041, 32.62 W, 10 %, 0 %
2024/04/03 10:53:01.146, 33.13 W, 10 %, 0 %
2024/04/03 10:53:01.250, 32.95 W, 9 %, 0 %
2024/04/03 10:53:01.356, 32.51 W, 9 %, 0 %
2024/04/03 10:53:01.461, 32.75 W, 9 %, 0 %
2024/04/03 10:53:01.566, 32.73 W, 9 %, 0 %
2024/04/03 10:53:01.670, 32.74 W, 9 %, 0 %
2024/04/03 10:53:01.775, 32.52 W, 9 %, 0 %
2024/04/03 10:53:01.881, 32.43 W, 9 %, 0 %
2024/04/03 10:53:01.985, 32.64 W, 7 %, 0 %
2024/04/03 10:53:02.090, 32.54 W, 7 %, 0 %
2024/04/03 10:53:02.194, 32.71 W, 10 %, 0 %
2024/04/03 10:53:02.298, 32.65 W, 10 %, 0 %
